203	SMT_IMPOSSIBLE_IN_COMBAT	無法在戰鬥中執行。
201	SMT_ABANDON_DIVIDE_DICE	已放棄擲骰。
204	SMT_ABANDON_DIVIDE_DICE_PARTYPLAYER	{UserName}已放棄擲骰。
201	SMT_ABANDON_DIVIDE_GOLD	已放棄金幣拍賣。
204	SMT_ABANDON_DIVIDE_GOLD_PARTYPLAYER	{UserName}已放棄金幣拍賣。
201	SMT_ACCEPT_QUEST	已接受[{QuestName}]任務。
201	SMT_ACCOMPLISH_ACHIEVEMENT_GRADE	成就達到 {grade}等級。
203	SMT_ACCOMPLISH_ACHIEVEMENT_GRADE_ALL	{name}的成就達到 {grade}等級。 
205	SMT_ACCOMPLISH_ACHIEVEMENT_GRADE_GUILD	{name}的成就達到 {grade}等級。 
204	SMT_ACCOMPLISH_ACHIEVEMENT_GRADE_PARTY	{name}的成就達到 {grade}等級。 
201	SMT_ACCOUNT_WAREHOUSE_BUY	可使用倉庫空間擴充券擴充共用倉庫。
201	SMT_ACCOUNT_WAREHOUSE_UPGRADE	已擴充共用倉庫。
201	SMT_ACCOUNT_STYLEWAREHOUSE_UPGRADE	已擴充造型倉庫。
201	SMT_ACHIEVEMENT_CLEAR_MESSAGE	{AchievementName} 成就已達成。
201	SMT_ACHIEVEMENT_CLEAR_MESSAGE_OPPONENT	{UserName}已達成{AchievementName}成就。
201	SMT_ACHIEVEMENT_EXTEND_INVEN	因為達成成就，背包擴張了。
201	SMT_ACHIEVEMENT_EXTEND_WAREHOUSE	因為達成成就，倉庫擴張了。
201	SMT_ACHIEVEMENT_GET_ITEM	因為達成成就已獲得{itemName} {itemAmount}個。請確認信箱。
201	SMT_ACHIEVEMENT_GET_ITEM_PLURAL	因為達成成就已獲得{itemName}以外{itemNumber}種。請確認信箱。
201	SMT_ACHIEVEMENT_GET_MONEY	因為達成成就已獲得{goldAmount@money}。請確認信箱。
201	SMT_ACHIEVEMENT_GRADE0_CLEAR_MESSAGE	<font color = '#0054FF'>{AchievementName}</font> 成就已達成。
201	SMT_ACHIEVEMENT_GRADE1_CLEAR_MESSAGE	<font color = '#0054FF'>{AchievementName}</font> 成就已達成。
201	SMT_ACHIEVEMENT_GRADE2_CLEAR_MESSAGE	<font color = '#0054FF'>{AchievementName}</font> 成就已達成。
201	SMT_ACHIEVEMENT_GRADE3_CLEAR_MESSAGE	<font color = '#0054FF'>{AchievementName}</font> 成就已達成。
201	SMT_ACHIEVEMENT_GRADE4_CLEAR_MESSAGE	<font color = '#0054FF'>{AchievementName}</font> 成就已達成。
203	SMT_ACTION_KEY_ACTIVE_WORKOBJECT_PARTYCANTWORK_FAIL	{WorkObjectName} 的話，在組隊狀態上無法操作。請退出組隊後再重新嘗試。
201	SMT_ACTION_KEY_ACTIVE_WORKOBJECT_REQUIRED_KEY_ITEM	要操作需要{ItemName}{ItemAmount}個。
203	SMT_ACTION_KEY_ACTIVE_WORKOBJECT_REQUIRED_KEY_ITEM_FAIL	沒有{ItemName}無法操作。
201	SMT_ADD_PK_POINT	惡名已增加。現在惡名 {pkPoint}
201	SMT_ADD_UNION_POLICY_POINT	已獲得聯盟政策點數{policyPoint}。
201	SMT_ADMINTOOL_UNIONCHAT	[{UnionType}][{SendUser}] : {ChatString}
