5	1	[Персональные] Бинты Лелина	1000	1000
6	1	[Персональный] Великий чарм натиска	1000	1000
7	1	[Персональный] Великий чарм бестелесности	1000	1000
8	1	[Персональный] Великий багровый чарм	1000	1000
14	1	Награда Катарнаха	100000	10000
22	12	Жетон поддержки	69	3000
23	32	Жетон прогресса	374	5000
24	42	Жетон преданности	2097	8000
25	52	Жетон первых рядов	6162	10000
30	1	Бинты Лелина	1000	1000
31	1	Чарм натиска	1000	1000
32	1	Чарм бестелесности	1000	1000
33	1	Багровый чарм	1000	1000
98	1	Костер	200	2000
99	1	Дрова	50	500
117	1	Боевая панацея	10000	10000
125	1	Бинты новичка	5	50
126	11	Бинты из вердры	10	100
127	23	Бинты из сильвы	30	300
128	35	Бинты из шетлы	65	650
129	1	Арунская панацея	3000	3000
172	1	Пропитанные снадобьем бинты новичка	15	150
173	11	Пропитанные снадобьем бинты из вердры	30	300
174	23	Пропитанные снадобьем бинты из сильвы	90	900
175	35	Пропитанные снадобьем бинты из шетлы	200	2000
176	48	Пропитанные снадобьем бинты из тойры	525	5250
177	58	Пропитанные снадобьем бинты из лурии	675	6750
178	1	Чарм могущества	1000	10000
179	1	Чарм проницательности	1000	10000
180	1	Чарм скорости	1000	10000
181	1	Чарм силы	1000	10000
182	1	Чарм выносливости	1000	10000
183	1	Чарм непреклонности	1000	10000
184	1	Чарм жесткости	1000	10000
185	1	Чарм прочности	1000	10000
186	1	Чарм кадуцея	1000	10000
187	1	Чарм упорства	1000	10000
188	1	Чарм зеркала	1000	10000
189	1	Чарм неустанности	1000	10000
190	1	Чарм хитрости	1000	10000
191	1	Чарм решительности	1000	10000
192	1	Чарм насыщения	1000	10000
193	1	Чарм быстроты	1000	10000
345	1	Торуанская закуска	1000	1000
360	1	Засахаренный плод тертаса	1000	1000
389	1	Бинты ветерана	1000	1000
400	1	Свеча Санты	200	100000
433	1	Любовное послание	100	100
1771	65	Перевязка VII	1013	10130
5121	1	Темная материя	1000	1000
5122	1	Сосуд Богов	0	1000
5123	1	Факел Богов	1000	1000
5124	1	След страха	1000	1000
5125	1	Ядро аргона	1000	1000
5126	1	Зелье воли	1000	1000
5127	1	Тотем очищения	1000	1000
6000	1	Зелье лечения I	52	350
6001	1	Большое зелье лечения I	81	1100
6002	9	Зелье лечения II	112	550
6003	9	Большое зелье лечения II	153	2300
6004	17	Зелье лечения III	180	950
6005	17	Большое зелье лечения III	234	3500
6006	25	Зелье лечения IV	255	1500
6007	25	Большое зелье лечения IV	333	5600
6008	33	Зелье лечения V	337	2500
6009	33	Большое зелье лечения V	450	8700
6010	41	Зелье лечения VI	525	3900
6011	41	Большое зелье лечения VI	684	11000
6012	51	Зелье лечения VII	765	5700
6013	51	Большое зелье лечения VII	1017	16000
6014	57	Зелье лечения VIII	1275	8500
6015	57	Большое зелье лечения VIII	1737	29000
6016	1	Зелье маны I	31	350
6017	1	Большое зелье маны I	48	1100
6018	9	Зелье маны II	67	550
6019	9	Большое зелье маны II	91	2300
6020	17	Зелье маны III	108	950
6021	17	Большое зелье маны III	140	3500
6022	25	Зелье маны IV	153	1500
6023	25	Большое зелье маны IV	199	5600
6024	33	Зелье маны V	202	2500
6025	33	Большое зелье маны V	270	8700
6026	41	Зелье маны VI	315	3900
6027	41	Большое зелье маны VI	410	11000
6028	51	Зелье маны VII	459	5700
6029	51	Большое зелье маны VII	610	16000
6030	57	Зелье маны VIII	765	8500
6031	57	Большое зелье маны VIII	1042	29000
6032	1	Зелье целостности I	94	350
6033	1	Большое зелье целостности I	145	1100
6034	9	Зелье целостности II	202	550
6035	9	Большое зелье целостности II	275	2300
6036	17	Зелье целостности III	324	950
6037	17	Большое зелье целостности III	421	3500
6038	25	Зелье целостности IV	459	1500
6039	25	Большое зелье целостности IV	599	5600
6040	33	Зелье целостности V	607	2500
6041	33	Большое зелье целостности V	810	8700
6042	41	Зелье целостности VI	945	3900
6043	41	Большое зелье целостности VI	1231	11000
6044	51	Зелье целостности VII	1377	5700
6045	51	Большое зелье целостности VII	1830	16000
6046	57	Зелье целостности VIII	2295	8500
6047	57	Большое зелье целостности VIII	3126	29000
6048	1	Лечащий эликсир I	33	350
6049	1	Крепкий лечащий эликсир I	51	1100
6050	9	Лечащий эликсир II	72	550
6051	9	Крепкий лечащий эликсир II	97	2300
6052	17	Лечащий эликсир III	115	950
6053	17	Крепкий лечащий эликсир III	149	3500
6054	25	Лечащий эликсир IV	163	1500
6055	25	Крепкий лечащий эликсир IV	213	5600
6056	33	Лечащий эликсир V	216	2500
6057	33	Крепкий лечащий эликсир V	288	8700
6058	41	Лечащий эликсир VI	336	3900
6059	41	Крепкий лечащий эликсир VI	437	11000
6060	51	Лечащий эликсир VII	489	5700
6061	51	Крепкий лечащий эликсир VII	650	16000
6062	57	Лечащий эликсир VIII	816	8500
6063	57	Крепкий лечащий эликсир VIII	1111	29000
6064	1	Эликсир маны I	20	350
6065	1	Крепкий эликсир маны I	31	1100
6066	9	Эликсир маны II	43	550
6067	9	Крепкий эликсир маны II	58	2300
6068	17	Эликсир маны III	69	950
6069	17	Крепкий эликсир маны III	89	3500
6070	25	Эликсир маны IV	97	1500
6071	25	Крепкий эликсир маны IV	127	5600
6072	33	Эликсир маны V	129	2500
6073	33	Крепкий эликсир маны V	172	8700
6074	41	Эликсир маны VI	201	3900
6075	41	Крепкий эликсир маны VI	262	11000
6076	51	Эликсир маны VII	293	5700
6077	51	Крепкий эликсир маны VII	390	16000
6078	57	Эликсир маны VIII	489	8500
6079	57	Крепкий эликсир маны VIII	667	29000
6080	1	Эликсир целостности I	60	350
6081	1	Крепкий эликсир целостности I	93	1100
6082	9	Эликсир целостности II	129	550
6083	9	Крепкий эликсир целостности II	176	2300
6084	17	Эликсир целостности III	207	950
6085	17	Крепкий эликсир целостности III	269	3500
6086	25	Эликсир целостности IV	293	1500
6087	25	Крепкий эликсир целостности IV	383	5600
6088	33	Эликсир целостности V	388	2500
6089	33	Крепкий эликсир целостности V	518	8700
6090	41	Эликсир целостности VI	604	3900
6091	41	Крепкий эликсир целостности VI	788	11000
6092	51	Эликсир целостности VII	881	5700
6093	51	Крепкий эликсир целостности VII	1171	16000
6094	57	Эликсир целостности VIII	1468	8500
6095	57	Крепкий эликсир целостности VIII	2001	29000
6096	1	Целебное снадобье I	122	9000
6097	1	Большое целебное снадобье I	189	27000
6098	9	Целебное снадобье II	262	15000
6099	9	Большое целебное снадобье II	357	45000
6100	17	Целебное снадобье III	420	22000
6101	17	Большое целебное снадобье III	546	66000
6102	25	Целебное снадобье IV	595	34000
6103	25	Большое целебное снадобье IV	777	102000
6104	33	Целебное снадобье V	787	55000
6105	33	Большое целебное снадобье V	1050	165000
6106	41	Целебное снадобье VI	1225	63000
6107	41	Большое целебное снадобье VI	1596	189000
6108	51	Целебное снадобье VII	1785	81000
6109	51	Большое целебное снадобье VII	2373	243000
6110	57	Целебное снадобье VIII	2975	101000
6111	57	Большое целебное снадобье VIII	4053	303000
6112	1	Снадобье маны I	122	9000
6113	1	Большое снадобье маны I	189	27000
6114	9	Снадобье маны II	262	15000
6115	9	Большое снадобье маны II	357	45000
6116	17	Снадобье маны III	420	22000
6117	17	Большое снадобье маны III	546	66000
6118	25	Снадобье маны IV	595	34000
6119	25	Большое снадобье маны IV	777	102000
6120	33	Снадобье маны V	787	55000
6121	33	Большое снадобье маны V	1050	165000
6122	41	Снадобье маны VI	1225	63000
6123	41	Большое снадобье маны VI	1596	189000
6124	51	Снадобье маны VII	1785	81000
6125	51	Большое снадобье маны VII	2373	243000
6126	57	Снадобье маны VIII	2975	101000
6127	57	Большое снадобье маны VIII	4053	303000
6128	1	Снадобье целостности I	122	9000
6129	1	Большое снадобье целостности I	189	27000
6130	9	Снадобье целостности II	262	15000
6131	9	Большое снадобье целостности II	357	45000
6132	17	Снадобье целостности III	420	22000
6133	17	Большое снадобье целостности III	546	66000
6134	25	Снадобье целостности IV	595	34000
6135	25	Большое снадобье целостности IV	777	102000
6136	33	Снадобье целостности V	787	55000
6137	33	Большое снадобье целостности V	1050	165000
6138	41	Снадобье целостности VI	1225	63000
6139	41	Большое снадобье целостности VI	1596	189000
6140	51	Снадобье целостности VII	1785	81000
6141	51	Большое снадобье целостности VII	2373	243000
6142	57	Снадобье целостности VIII	2975	101000
6143	57	Большое снадобье целостности VIII	4053	303000
6144	1	Укрепляющее средство I	91	350
6145	1	Сильное укрепляющее средство I	140	1100
6146	9	Укрепляющее средство II	195	550
6147	9	Сильное укрепляющее средство II	265	2300
6148	17	Укрепляющее средство III	312	950
6149	17	Сильное укрепляющее средство III	405	3500
6150	25	Укрепляющее средство IV	442	1500
6151	25	Сильное укрепляющее средство IV	577	5600
6152	33	Укрепляющее средство V	585	2500
6153	33	Сильное укрепляющее средство V	780	8700
6154	41	Укрепляющее средство VI	910	3900
6155	41	Сильное укрепляющее средство VI	1185	11000
6156	51	Укрепляющее средство VII	1326	5700
6157	51	Сильное укрепляющее средство VII	1762	16000
6158	57	Укрепляющее средство VIII	2210	8500
6159	57	Сильное укрепляющее средство VIII	3010	29000
6160	1	Восстановитель маны I	91	350
6161	1	Крепкий восстановитель маны I	140	1100
6162	9	Восстановитель маны II	195	550
6163	9	Крепкий восстановитель маны II	265	2300
6164	17	Восстановитель маны III	312	950
