5	1	Bandage lié de Lelyn	1000	1000
6	1	Talisman d'assaut supérieur lié	1000	1000
7	1	Talisman éthéré supérieur lié	1000	1000
8	1	Talisman sanguin supérieur lié	1000	1000
14	1	Récompense de Catharnach	100000	10000
22	12	Insigne de soutien	69	3000
23	32	Insigne de progression	374	5000
24	42	Insigne de dévouement	2097	8000
25	52	Insigne de la ligne de front	6162	10000
30	1	Bandage de Lelyn	1000	1000
31	1	Talisman d'assaut	1000	1000
32	1	Talisman éthéré	1000	1000
33	1	Talisman sanguin	1000	1000
98	1	Feu de camp	200	2000
99	1	Bûche	50	500
117	1	Panacée de combat	10000	10000
125	1	Bandage de bleu	5	50
126	11	Bandage de Verdra	10	100
127	23	Bandage de Sylva	30	300
128	35	Bandage de Shetla	65	650
129	1	Panacée arunique	3000	3000
172	1	Bandage médical de bleu	15	150
173	11	Bandage médical de Verdra	30	300
174	23	Bandage médical de Sylva	90	900
175	35	Bandage médical de Shetla	200	2000
176	48	Bandage médical de Toira	525	5250
177	58	Bandage médical de Luria	675	6750
178	1	Talisman de pouvoir	1000	10000
179	1	Talisman de ferveur	1000	10000
180	1	Talisman de vitesse	1000	10000
181	1	Talisman de force	1000	10000
182	1	Talisman d'endurance	1000	10000
183	1	Talisman d'inflexibilité	1000	10000
184	1	Talisman de rigidité	1000	10000
185	1	Talisman de robustesse	1000	10000
186	1	Talisman du caducée	1000	10000
187	1	Talisman de ténacité	1000	10000
188	1	Talisman miroir	1000	10000
189	1	Talisman d'acharnement	1000	10000
190	1	Talisman de malice	1000	10000
191	1	Talisman de vigueur	1000	10000
192	1	Talisman infusé	1000	10000
193	1	Talisman de rapidité	1000	10000
345	1	Bon petit plat	1000	1000
360	1	Bonbon aux fruits de Tertas	1000	1000
389	1	Bandage de vétéran	1000	1000
400	1	Bougie père Noël	200	100000
433	1	Lettre d'amour	100	100
1771	65	Bandage médical VII	1013	10130
5121	1	Matière sombre	1000	1000
5122	1	Vaisseau des dieux	0	1000
5123	1	La torche des dieux	1000	1000
5124	1	Trace de peur	1000	1000
5125	1	Noyau argon	1000	1000
5126	1	Potion de volonté	1000	1000
5127	1	Totem de purification	1000	1000
6000	1	Potion de soins I	52	350
6001	1	Potion de soins majeure I	81	1100
6002	9	Potion de soins II	112	550
6003	9	Potion de soins majeure II	153	2300
6004	17	Potion de soins III	180	950
6005	17	Potion de soins majeure III	234	3500
6006	25	Potion de soins IV	255	1500
6007	25	Potion de soins majeure IV	333	5600
6008	33	Potion de soins V	337	2500
6009	33	Potion de soins majeure V	450	8700
6010	41	Potion de soins VI	525	3900
6011	41	Potion de soins majeure VI	684	11000
6012	51	Potion de soins VII	765	5700
6013	51	Potion de soins majeure VII	1017	16000
6014	57	Potion de soins VIII	1275	8500
6015	57	Potion de soins majeure VIII	1737	29000
6016	1	Potion de mana I	31	350
6017	1	Potion de mana majeure I	48	1100
6018	9	Potion de mana II	67	550
6019	9	Potion de mana majeure II	91	2300
6020	17	Potion de mana III	108	950
6021	17	Potion de mana majeure III	140	3500
6022	25	Potion de mana IV	153	1500
6023	25	Potion de mana majeure IV	199	5600
6024	33	Potion de mana V	202	2500
6025	33	Potion de mana majeure V	270	8700
6026	41	Potion de mana VI	315	3900
6027	41	Potion de mana majeure VI	410	11000
6028	51	Potion de mana VII	459	5700
6029	51	Potion de mana majeure VII	610	16000
6030	57	Potion de mana VIII	765	8500
6031	57	Potion de mana majeure VIII	1042	29000
6032	1	Potion holistique I	94	350
6033	1	Potion holistique majeure I	145	1100
6034	9	Potion holistique II	202	550
6035	9	Potion holistique majeure II	275	2300
6036	17	Potion holistique III	324	950
6037	17	Potion holistique majeure III	421	3500
6038	25	Potion holistique IV	459	1500
6039	25	Potion holistique majeure IV	599	5600
6040	33	Potion holistique V	607	2500
6041	33	Potion holistique majeure V	810	8700
6042	41	Potion holistique VI	945	3900
6043	41	Potion holistique majeure VI	1231	11000
6044	51	Potion holistique VII	1377	5700
6045	51	Potion holistique majeure VII	1830	16000
6046	57	Potion holistique VIII	2295	8500
6047	57	Potion holistique majeure VIII	3126	29000
6048	1	Elixir de guérison I	33	350
6049	1	Elixir de guérison majeur I	51	1100
6050	9	Elixir de guérison II	72	550
6051	9	Elixir de guérison majeur II	97	2300
6052	17	Elixir de guérison III	115	950
6053	17	Elixir de guérison majeur III	149	3500
6054	25	Elixir de guérison IV	163	1500
6055	25	Elixir de guérison majeur IV	213	5600
6056	33	Elixir de guérison V	216	2500
6057	33	Elixir de guérison majeur V	288	8700
6058	41	Elixir de guérison VI	336	3900
6059	41	Elixir de guérison majeur VI	437	11000
6060	51	Elixir de guérison VII	489	5700
6061	51	Elixir de guérison majeur VII	650	16000
6062	57	Elixir de guérison VIII	816	8500
6063	57	Elixir de guérison majeur VIII	1111	29000
6064	1	Elixir de mana I	20	350
6065	1	Elixir de mana majeur I	31	1100
6066	9	Elixir de mana II	43	550
6067	9	Elixir de mana majeur II	58	2300
6068	17	Elixir de mana III	69	950
6069	17	Elixir de mana majeur III	89	3500
6070	25	Elixir de mana IV	97	1500
6071	25	Elixir de mana majeur IV	127	5600
6072	33	Elixir de mana V	129	2500
6073	33	Elixir de mana majeur V	172	8700
6074	41	Elixir de mana VI	201	3900
6075	41	Elixir de mana majeur VI	262	11000
6076	51	Elixir de mana VII	293	5700
6077	51	Elixir de mana majeur VII	390	16000
6078	57	Elixir de mana VIII	489	8500
6079	57	Elixir de mana majeur VIII	667	29000
6080	1	Elixir holistique I	60	350
6081	1	Elixir holistique majeur I	93	1100
6082	9	Elixir holistique II	129	550
6083	9	Elixir holistique majeur II	176	2300
6084	17	Elixir holistique III	207	950
6085	17	Elixir holistique majeur III	269	3500
6086	25	Elixir holistique IV	293	1500
6087	25	Elixir holistique majeur IV	383	5600
