1001	นี่หรือความตาย...
1002	เมื่อท่านได้ลิ้มรสชาติแห่งความตาย บอกเลยว่ามันไม่น่าพิศมัยสักเท่าไร
1003	เมื่อท่านได้ลิ้มรสชาติแห่งความตาย บอกเลยว่ามันไม่น่าพิศมัยสักเท่าไร
1004	สหพันธ์ Valkyon
1800	การตายครั้งแรก
2001	ตายซ้ำตายซาก
2002	ท่านตายสิบครั้งแล้ว แน่ใจนะว่าท่านยังไหว?
2003	ท่านตายสิบครั้งแล้ว แน่ใจนะว่าท่านยังไหว?
2004	สหพันธ์ Valkyon
2800	ตาย :
3001	กระซิบมรณะ
3002	ท่านตายห้าสิบครั้งแล้ว เคยรู้สึกกลัวตายบ้างไหม?
3003	ท่านตายห้าสิบครั้งแล้ว เคยรู้สึกกลัวตายบ้างไหม?
3004	สหพันธ์ Valkyon
3501	เทวทูตแห่งความตาย
3800	ตาย :
4001	เงินขี้ประติ๋ว
4002	ซื้อขายสินค้าแล้ว {Money@money} จาก Pet Shop ของท่าน
4003	ซื้อขายสินค้าแล้ว {Money@money} จาก Pet Shop ของท่าน
4004	สหพันธ์ Valkyon
4800	ใช้เงินสด :
5001	โครงการสัตว์เลี้ยง
5002	ซื้อขายสินค้าแล้ว {Money@money} จาก Pet Shop ของท่าน
5003	ซื้อขายสินค้าแล้ว {Money@money} จาก Pet Shop ของท่าน
5004	สหพันธ์ Valkyon
5800	ใช้เงินสด :
6001	พาณิชย์สัตว์เลี้ยง
6002	ซื้อขายสินค้าแล้ว {Money@money} จาก Pet Shop ของท่าน
6003	ซื้อขายสินค้าแล้ว {Money@money} จาก Pet Shop ของท่าน
6004	สหพันธ์ Valkyon
6501	ตู้ขายสินค้าอัตโนมัติ
6800	ใช้เงินสด :
7001	ผู้จัดปาร์ตี้
7002	สร้างปาร์ตี้ครั้งแรก และเชิญชวนผู้เล่นคนอื่นๆ เข้าร่วมกลุ่มกับท่าน
7003	สร้างปาร์ตี้ครั้งแรก และเชิญชวนผู้เล่นคนอื่นๆ เข้าร่วมกลุ่มกับท่าน
7004	สหพันธ์ Valkyon
7800	สร้างปาร์ตี้ครั้งแรก
8001	นักวางแผนจัดปาร์ตี้
8002	สร้างปาร์ตี้ 20 ครั้ง
8003	สร้างปาร์ตี้ 20 ครั้ง
8004	สหพันธ์ Valkyon
8800	สร้างปาร์ตี้ :
9001	จำนวนปาร์ตี้ที่สร้าง
9002	สร้างปาร์ตี้ 100 ครั้ง
9003	สร้างปาร์ตี้ 100 ครั้ง
9004	สหพันธ์ Valkyon
9501	ผู้ชื่นชอบปาร์ตี้
9800	สร้างปาร์ตี้ :
10001	ท่านได้เลือกข้า
10002	ท่านทำการเข้าร่วมปาร์ตี้เป็นครั้งแรก
10003	ท่านทำการเข้าร่วมปาร์ตี้เป็นครั้งแรก
10004	สหพันธ์ Valkyon
10800	เข้าร่วมปาร์ตี้ครั้งแรก
11001	ท่านต้องการข้า
11002	เข้าร่วมปาร์ตี้ 50 ครั้ง
11003	เข้าร่วมปาร์ตี้ 50 ครั้ง
11004	สหพันธ์ Valkyon
11800	เข้าร่วมปาร์ตี้ :
12001	ท่านต้องการข้า
12002	เข้าร่วมปาร์ตี้ 100 ครั้ง
12003	เข้าร่วมปาร์ตี้ 100 ครั้ง
12004	สหพันธ์ Valkyon
12501	ปาร์ตี้นั้นคือชีวิต
