1501	Exit Teleportal	false
1502	Saravash's Catchment Teleportal	false
47901	Devan Bloodguard	false
47902	Devan Blademistress	false
47903	Devan Darkweaver	false
47904	Lokian Sniper	false
47905	Silverchest Gorilla	false
47906	Toothy Gullet	false
47907	Lokian Bloodcaster	false
47908	Caprin Imp Scrounger	false
47909	Tholgur Templar	false
47910	Caprin Imp Brute	false
47911	Young Goldeneye Basilisk	false
47912	Young Fireye Basilisk	false
47913	Devan Bloodwarden	false
47914	Devan Edgerunner	false
47915	Devan Darkshaper	false
47916	Lokian Stalker	false
47917	Lokian Magister	false
47918	Lokian Inquisitor	false
47919	Fanged Gullet	false
47920	Lokian Deadeye	false
47921	Caprin Brute	false
47938	Enchanted Chest	false
47939	Enchanted Vault	false
47951	Abukaizel	false
47952	Belsamael	false
47953	Virrsek	false
47954	Saravash	false
47955	Namburus	false
47956	Rubinaria	false
