10	Ashpelt Gorilla	false
20	Scourcoat Gorilla	false
30	Aurmane Yak	false
40	Violet Struthio	false
100	Jittery Sloth	false
110	Sloth Slasher	false
120	Languid Sloth	false
130	Sloth Forager	false
140	Venomous Tentacullar	false
150	Fiery Tentacullar	false
160	Azureroot Ghilliedhu	false
170	Viny Arbosk	false
180	Brass Conservator	false
190	Brass Steward	false
200	Plainstalker Bear	false
210	Crimson Arkai	false
220	Teal Arkai	false
500	Phlox Ovolith	false
510	Direpaw Mandrill	false
520	Dreadpaw Mandrill	false
1000	Arkaina	false
2004	Brass Warden	false
3001	Krylar Iskaragard	false
3002	Strylik Iskaragard	false
3003	Veldraj Iskaragard	false
3004	Remorseless Sentinel	false
3005	Argent Soulkeeper	false
5007	Puzzling Monument	false
