1	Gula Bonecruncher	false
2	Azure Caiman Thumper	false
3	Azure Caiman Basher	false
4	Gula Deathbringer	false
5	Azure Caiman Skullcrusher	false
6	Sihran Mutilator	false
7	Slavemaster	false
8	Zompori Slave	false
9	Ebonheart Maligos	false
10	Vicious Dark Imp	false
11	Gula Savage	false
12	Armored Azure Caiman	false
13	Bellicose Auric Imp	false
14	Sihran Devastator	false
15	Sihran Warlord	false
16	Bloodtip Maligos	false
17	Brutal Slaver	false
18	Fierce Bone Imp	false
19	Varcerbus	false
20	Rapacious Kromos	false
21	Muskmane Hyena	false
22	Berylheart	false
23	Gulsig	false
24	Gula Reaver	false
25	Crazed Bone Imp	false
26	Gula Butcher	false
27	Azure Caiman Thrasher	false
28	Zompori Slave	false
29	Sihran Avaritian	false
30	Bloodtip Maligos	false
31	Azure Caiman Minion	false
32	Bonecrusher	false
33	Azure Caiman Mauler	false
34	Gula Marauder	false
35	Azure Caiman Mauler	false
100	Khuljarak	false
101	Baracos	false
103	Darkheart Imp	false
200	Remorseless Golem	false
206	Maligos Stalker	false
207	Brutal Gula	false
1001	Runshia	false
1002	Exit Teleportal	false
1003	Jelena	false
1004	Kaleon	false
1005	Elleon	false
1006	The Core	false
1007	Elleon	false
1008	Energy Converter	false
1010	Gate of Test Equipment	false
1011	Eastern Obelisk	false
1012	Western Obelisk	false
1013	Runed Obelisk	false
1017	Treasure Chest of Baracos	false
1018	Treasure Chest of Baracos	false
1019	Elleon	false
5000	Valgmore	false
5002	Drowned Gula	false
5005	Mottled Vulcan	false
11111	Cherfa	false
