1	Stonebeak Scavenger	false
2	Agitated Sporewalker	false
3	Mossy Ghilliedhu	false
4	Grayal	false
5	Skeletal Retainer	false
6	Skeletal Soldier	false
7	Dakanius	false
9	Basenius	false
12	Tuebenius	false
13	Dark Maiden	false
14	Reaver of Resurrection	false
15	Ebonheart Sorcerer	false
16	Fallen Defender	false
17	Devan Robber	false
18	Devan Scrapper	false
19	Devan Brigand	false
20	Kulsilva	false
21	Dur Barak	false
22	Lanok	false
23	Aggravated Sporewalker	false
24	Keener Conscript	false
101	Stonebeak Soldier	false
1000	Lakan's Prison Teleportal	false
1001	Stonebeak Fighter	false
1049	Wall of Wordcraft	false
300140	Devan Bandit	false
300141	Devan Blademaster	false
300142	Devan Warrior	false
300143	Devan Bladesister	false
300150	Devan Thief	false
300151	Devan Pillager	false
300160	Devan Arcanist	false
300161	Devan Chanter	false
300611	Furious Dragoon	false
300811	Basilisk	false
301080	Fallen Soldier	false
