2	Argonomorph Terron	false
3	Syndrene Dragoon	false
4	Empowered Syndrene Dragoon	false
5	Zariik Cyclops	false
6	Zariik Cyclops	false
7	Argonomorph Fiend	false
8	Empowered Argonomorph Fiend	false
9	Argonomorph Wendigo Rager	false
10	Empowered Argonomorph Wendigo Destroyer	false
11	Corpus Stalker	false
12	Argonomorph Orcan	false
13	Zomgul Attendant	false
14	Empowered Zomgul Attendant	false
15	Hulrap Basher	false
16	Empowered Hulrap Basher	false
17	Kalash Slaughterer	false
18	Yusul Ambusher	false
19	Empowered Yusul Ambusher	false
20	Chaogg Spinner	false
21	Chamas Spinner	false
23	Shambling Creeper	false
24	Baritzal Servitor	false
25	Zariik Spoda	false
26	Kelba Watcher	false
190	Empowered Yusul Reaver	false
200	Halveterak Overseer	false
300	Lokmar Sorgalur	false
301	Magnus Sorgalur	false
500	Suulvir Raptor	false
1002	Zalgeg Coil	false
1003	Corpus Pylon	false
1005	Quelthol Pod	false
1006	Federation Banner	false
1007	Argonomorph Fire Drake	false
1008	Argonomorph Fire Drake	false
1009	Tulmor Column	false
1010	Tulmor Column	false
1011	Tulmor Column	false
1020	Corpus Pylon	false
1030	Corpus Pylon	false
1040	Corpus Pylon	false
1501	Exit Teleportal	false
1502	Sanctuary of the Seer Teleportal	false
2001	Gorra	false
2002	Loto	false
2003	Dead Ranger	false
2004	Dead Ranger	false
2005	Dead Ranger	false
2006	Dead Ranger	false
10000	Cygnus	false
11111	Cherfa	false
20000	Meldita	false
