1000	Demonic Zombie	false
1001	Fierce Cromos	false
1002	Disc Reaper	false
1003	Orcan Brute	false
1011	Fierce Cromos	false
1012	Disc Reaper	false
1013	Orcan Brute	false
1021	Fierce Cromos	false
1022	Disc Reaper	false
1023	Orcan Brute	false
2000	Priest	false
2001	Slayer	false
2002	Sorcerer	false
2003	Archer	false
2004	Berserker	false
2010	Priest	false
2011	Slayer	false
2012	Sorcerer	false
2013	Archer	false
2014	Berserker	false
3000	Kumas Demon	false
3001	Karascha the Dark Wing	false
3002	Kumas Demon	false
3003	Kumas Demon	false
3004	Kumas Demon	false
3005	Kumas Demon	false
3006	Kumas Demon	false
3007	Kumas Demon	false
3008	Kumas Demon	false
5000	Elleon	false
5001	Yisron	false
5002	Stegram	false
5003	Bakun	false
5004	Rajiel	false
5005	Hinsan	false
5006	Tantus	false
5007	Halec	false
5010	Elleon	false
