1001	Shelane	false
1002	Henbrough	false
1003	Tienne	false
1004	Panam	false
1005	Ragal	false
1006	Levorn	false
1007	Ganta	false
1008	Teleportal	false
1009	Adaran	false
1010	Udaman	false
1011	Eltarun	false
1012	Theonell	false
1013	Guardian Arcanist	false
1014	Guardian Arcanist	false
1015	Guardian Arcanist	false
1016	Guardian Arcanist	false
1017	Sein	false
1018	Siira	false
1019	Rocorun	false
1020	Toyael	false
1021	Madaan	false
1022	Davael	false
1023	Laynala	false
1024	Nyael	false
1026	Naran	false
1027	Putte	false
1028	Tanseril	false
1029	Cymbiir	false
1030	Tendril	false
1031	Petiole	false
1032	Eltaor	false
1033	Braern	false
1034	Jhaeros	false
1035	Nym	false
1036	Mirthal	false
1037	Oenel	false
1038	Kymil	false
1039	Yarathil	false
1040	Zaor	false
1041	Aelrindel	false
1042	Vesryn	false
1043	Dasyra	false
1044	Lidaera	false
1045	Naevys	false
1046	Ailun	false
1300	Tunstar	false
1400	Mission Board	false
1600	Talwer	false
1601	Ynera	false
1602	Mission Board	false
1603	Gillian	false
1700	Guard	false
1800	Villager	false
1801	Villager	false
1802	Gemen	false
1803	Viewer	false
1804	Viewer	false
1805	Lini	false
1806	Dayla	false
1955	Major Milestone	false
1956	Yoki	false
1957	Shan	false
1958	Nepir	false
1959	Phota	false
2501	Pelshik	false
8000	Ellonia	false
9000	Tikat	false
9004	Ambrrr	false
10000	Wedon	false
10001	Barad	false
10002	Gyorg	false
10003	Viegas	false
