1000	Darkan	true
1001	Darkan	true
1002	Thrulkalath	false
1501	Exit Teleportal	false
1502	Deck Teleportal	false
1503	Teleportal	false
2000	Darkan's Shade	false
91601	Bloodwrath Overlord	false
91602	Bloodwrath Warrior	false
91603	Bloodwrath Sorcerer	false
91604	Bloodwrath Mystic	false
91606	Perimos	false
91618	Aeonalis Pylon	false
91621	Aeonalis Pylon	false
91622	Aeonalis Pylon	false
91623	Aeonalis Pylon	false
91624	Aeonalis Pylon	false
91625	Aeonalis Pylon	false
91628	Aeonalis Pylon	false
91629	Aeonalis Pylon	false
91638	Darkan's Servant	false
91650	Putrion	true
91660	Perimos	true
91671	Quadriliar	false
91672	Barbed Laceras	false
91673	Hulking Salcata	false
91674	Bloodwrath Archer	false
91675	Bloodwrath Priest	false
91676	Bloodwrath Bladedancer	false
99901	Dougal	false
99902	Dougal's Escort	false
99903	Dougal's Escort	false
99904	Soldier	false
