202	Godbinder	false
212	Enthralled Sentinel	false
213	Enthralled Priestess	false
404	Elite Pyrovore	false
408	Elite Pyrovore	false
409	Elite Pyrovore	false
410	Elite Pyrovore	false
503	Elite Fanatical Maligos	false
504	Elite Cunning Maligos	false
607	Seir	false
608	Lione	false
609	Karun	false
1001	Nightmare Darumag	true
1002	Nightmare Magnarox	true
1003	Nightmare Sammar-Sarral	true
1004	Nightmare Duras	true
1005	Elite Fanatical Dracoloth	false
1501	Exit Teleportal	false
1502	The Hand of Akeron Teleportal	false
1503	Akeron's Reach Teleportal	false
1504	Theater of Terror Teleportal	false
