1011	Devan Reaver	false
1021	Devan Prelate	false
1022	Skeletal Warden	false
1031	Dread Knight	false
1032	Skeletal Defender	false
1041	Dread Squire	false
1051	Skeletal Pikeman	false
1061	Dark Fimbrilisk	false
1062	Dark Priest	false
1071	Lokian Raider	false
1072	Lokian Brute	false
1081	Remorseless Hyena	false
2011	Ossugon Warchief	false
2012	Fanatic Skeletal Soldier	false
2021	Ossugon Legate	false
2022	Fanatic Skeletal Crusher	false
2031	Devan Deathmaster	false
2041	Lokian Sniper	false
2042	Lokian Blood Reaper	false
2051	Cruel Fimbrilisk	false
2052	Dark Bishop	false
2061	Devan Vanguard	false
2071	Dark Deacon	false
2081	Caiman Scavengers	false
2091	Lokian Zealot	false
2092	Lokian Fanatic	false
3011	Consecrated Lokian	false
3012	Shurian Champion	false
3021	Primal Lokian	false
3022	Shurian Magister	false
3031	Primal Lokian Darkweaver	false
3032	Hallowed Lokian Knight	false
5011	Leinas	false
5012	Telphus	false
5013	Kelanius	false
5014	Diminia	false
5015	Mandirik	false
5021	Kelobe	false
5022	Misynri	false
5023	Lysinia	false
7011	Garbeldin	false
8011	Nurkrasid	false
8012	Dark Restorer	false
8021	Valursus	false
8022	Dark Infuser	false
8031	Masakrad	false
8032	Dark Redeemer	false
8041	Libtrixas	false
