1001	Mirota	false
1002	Eindusk	false
1003	Fliona	false
1004	Helsia	false
1005	Kiefer	false
1006	Megir	false
1007	Teleportal	false
1008	Keylia	false
1011	Laaran	false
1012	Amma	false
1013	Raeren	false
1014	Himmul	false
1015	Eisond	false
1016	Heira	false
1017	Bernur	false
1018	Piedur	false
1019	Bannaram	false
1020	Erenya	false
1021	Ameldas	false
1026	Rorise	false
1027	Gwahre	false
1028	Invidia	false
1029	Tarua	false
1030	Xaram	false
1031	Brozin	false
1032	Javelle	false
1033	Flurete	false
1034	Sick Worker	false
1035	Sick Worker	false
1036	Omund	false
1037	Roday	false
1038	Hill	false
1039	Aurl	false
1040	Tobas	false
1041	Kormishe	false
1042	Mannes	false
1043	Shona	false
1044	Recruit	false
1045	Recruit	false
1046	Essenia Defender	false
1047	Essenia Defender	false
1048	Villager	false
1049	Villager	false
1100	Pekalon	false
1101	Daregel	false
1300	Urum	false
1400	Mission Board	false
1401	Mission Board	false
1402	Mission Board	false
1600	Lumish	false
1602	Mission Board	false
1603	Sarvasia	false
1700	Guard	false
1955	Major Milestone	false
1956	Minea	false
1957	Tonka	false
1958	Treeshark	false
1959	Phota	false
2501	Daiv	false
8000	Ellonia	false
8100	Lucia	false
9000	Tikat	false
9004	Ambrrr	false
