93	Earthen Heart	false
94	Aqueous Heart	false
95	Triune Heart	false
97	Fiery Heart	false
100	Fulmisphere	false
404	Rock Pile	false
405	Rock Pile	false
408	Bathysmal Kamara	false
500	Bathysmal Cnidaria	false
501	Bathysmal Starfish	false
502	Cnidaria Sentinel	false
503	Bathysmal Naga Overseer	false
504	Bathysmal Naga Overseer	false
600	Voltirex	false
601	Bathysmal Jinn	false
602	Bathysmal Jinn	false
603	Bathysmal Jinn	false
604	Bathysmal Jinn	false
605	Bathysmal Jinn	false
606	Bathysmal Jinn	false
607	Latent Jinn	false
700	Briny Blade Golem	false
701	Pelagic Stonebeak	false
702	Narvuul Teralith	false
903	Cyaneus	false
904	Treasure Chest	false
905	Silver Treasure Chest	false
906	Gold Treasure Chest	false
907	Brass Treasure Chest	false
1000	Mephisis	true
1001	Tantibus	true
1002	Fulminar	true
4000	Exit Teleportal	false
4001	Pool of Fear Teleportal	false
4002	Faridei Vault Teleportal	false
