1000	Paesyn	false
1001	Dougal	false
1002	Zolyn	false
1003	Tysan	false
1004	Broderik	false
1005	Bagi	false
1006	Rhodos	false
1007	Madat	false
1008	First Mark	false
1009	Second Mark	false
1010	Madat's Box	false
1011	Ceramic Urn	false
1012	Madat's Tome	false
1013	Gilded Trunk	false
1014	Frail Man	false
1015	Pariya	false
1016	Mihog's Mount	false
1019	Urolin	false
1020	Temple Center	false
1030	Khirian Outpost Teleport Platform	false
1031	Mjusu Kraal Teleport Platform	false
1032	Khirian Sanctuary Teleport Platform	false
1033	Yaldaru Hills Teleport Platform	false
1040	Teleportal	false
1041	Teleportal	false
1049	Wall of Wordcraft	false
1050	Khirian Sentry	false
1051	Khirian Sentry	false
1060	Hedshaal	false
1061	Nirr	false
1062	Pamidu	false
1063	Abuh	false
1064	Rahvene	false
1065	Ribahdan	false
1066	Khatubadhu	false
1100	Paesyn	false
1101	Dougal	false
1102	Zolyn	false
1106	Rhodos	false
1107	Madat	false
1200	Paesyn	false
1201	Dougal	false
1206	Rhodos	false
1300	Paesyn	false
1301	Dougal	false
1306	Rhodos	false
1401	Dougal	false
1406	Rhodos	false
1501	Ravenous Gorge Teleportal	false
1502	Unstable Teleportal	false
1506	Rhodos	false
2003	Guwangi Slasher	false
2004	Guwangi Smokewatcher	false
2005	Guwangi Shaman	false
2006	Guwangi Hunter	false
2007	Parthian Brute	false
2008	Parthian Sniper	false
2009	Parthian Needler	false
2010	Mihog	false
2011	Parthian Basher	false
2012	Puppatu	false
2013	Parthian Adept	false
2020	Engine Piece	false
2021	Vibrant Moa	false
2022	Kihara	false
2023	Kobifrill Mandrill	false
2024	Scarlet Moa Fledgling	false
2025	Azure Moa Fledgling	false
2026	Starving Cavern Ovolith	false
2027	Ferocious Cavern Ovolith	false
2030	Tender Pigling	false
2031	Jowly Pigling	false
2032	Parthian Bloodclaw	false
2033	Inky Jungle Sabertooth	false
2034	Onyx Jungle Sabertooth	false
2037	Fulvous Arachnen	false
2038	Rufous Jungle Arachnen	false
2040	Guwangi Sentry	false
2041	Raiga	false
