100	Besharan Slave	false
200	Dagonite Slayer	false
210	Dagonite Crusader	false
220	Naga Zealot	false
230	Dagonite Templar	false
300	Naga Fighter	false
310	Naga Tridentar	false
320	Naga Soldier	false
330	Naga Guardian	false
400	Besharan Runner	false
500	Vigilant Chikas	false
510	Hound of Dagon	false
600	Skeletal Watcher	false
610	Skeletal Guardian	false
700	Vicious Bone Imp	false
710	Cruel Bone Imp	false
800	Besharan Trafficker	false
900	Mekonari Shaman	false
910	Mekonari Witch	false
1000	Mekonari Sentinel	false
1010	Mekonari Zealot	false
1020	Mekonari Bloodletter	false
1100	Nickar Enchantress	false
1200	Naga Masakari	false
1300	Besharan Sellsword	false
5000	Murassk	false
5001	Militant Dagonite	false
5002	Tragoleth	false
5003	Enirevass	false
5004	Resaltuuk	false
5005	Mekonari Escort	false
5006	Maelsaress	false
7000	Amber Hulk Arachnen	false
