3001	Bastion of Lok (1 คน)	0
3002	Sinestral Manor (1 คน)	0
3003	Cultists' Refuge (1 คน)	0
3012	Guardian's Training Center	0
3016	Lilith's Keep (Solo)	70
3017	Emptiness Antaros's Illusion (7 คน)	100
3018	Fort of The Pitch Black Tenebris (7 คน)	100
3019	Twisted Leander's Underground Hall (7 คน)	100
3101	Parquina’s Nest	290
3201	Brilliant Parquina's Nest	435
8999	Velik's Sanctuary	0
9001	Samael's Residence	0
9002	Fountain of Shara	0
9003	Fyrmount Abyss	0
9005	Jester's Villa	0
9006	Genuine Throne of Nightmares	0
9007	Hidden Shrine	0
9008	Malachai's Lab	0
9010	Kaiator Command Center	0
9011	Muhrak's Workshop	0
9012	Three Towers Spires	0
9013	Cyasma Spire	0
9014	Khanovar Gauntlet	0
9016	Island of Dawn Clifftops	0
9017	Lighthouse of the Sun	0
9018	Argon Catacombs	0
9019	Sanctum Mysterium Forecourt	0
9020	Cultist's Armory	0
9021	Hidden Tunnel	0
9022	Vault of Glory	0
9023	Kutmaschuk's Hideout	0
9024	Fane of Kaprima	0
9025	Balder's Temple	40
9026	Argon Corpus	40
9027	Manaya's Core (Hard)	0
9028	Malachai's Lab	0
9029	Vault of Kaprima	0
9031	Akasha's Trial	70
9032	Baracos' Trial	70
9033	Krakatox's Trial	70
9034	Brutal Dreadspire	0
9036	Karascha's Lair	0
9037	Tainted Gorge Bridge	0
9038	Mysterious Jungle	0
9039	Caravan Ambush Site	0
9040	Velika Plaza	0
9041	Velika Eastern Gate	0
9042	Velika Headquarters	0
9043	Wonderholme (ยาก) (10 คน)	0
9044	Baharr's Temple	345
9045	Bluefirst Mountain	0
9046	Accursed Oasis	0
9047	Harvest Festival Hall	0
9050	Rift's Edge (ยาก) (10 คน)	0
9051	Squalid Temple	0
9052	Banquet of Blood	0
9053	Kezzel's Gorge (7 คน)	0
9054	Bathysmal Rise (ยาก)	0
9055	Ravenous Gorge (3 คน)	60
9056	Timescape (ยาก)	0
9057	Akeron's Inferno (ยาก)	0
9059	Forsaken Island	0
9060	Kalivan's Dreadnaught (ยาก)	0
9061	Ruin of the Giants	0
9062	Jester's Villa	0
9063	Raven Altar	0
9064	Molten Chamber	0
9065	Twilight Valley 	0
9066	Demoros's Roulette	0
9067	Demokron Factory (ยาก)	300
9068	Shadow Sanguinary (ยาก)	100
9069	Echoes of Aranea	0
9070	Manglemire	0
9071	Necromancer Tomb	40
9072	Golden Labyrinth	40
9073	Ebon Tower	40
9074	Sanctum of Resurrection	0
9075	Kelsaik's Nest	40
9076	Labyrinth of Terror	40
9077	Batu Desert	0
9078	Suryati's Peak	0
9079	Saravash's Ascent	0
9080	Sigil Adstringo	0
9081	Training Grounds	0
9082	Temple of Temerity	0
9083	Breaching Grounds	0
9087	Bastion of Lok	40
9088	Sinestral Manor	40
9089	Cultists' Refuge	40
9090	Woodland Path	0
9091	Altar of Vadoma	0
9092	Dagon's Chantry	0
9093	Akasha's Hideout	40
9094	Saleron's Sky Garden	40
9095	Crucible of Flame	0
9096	Sirjuka Gallery	0
9126	Pit of Petrax	80
9151	Noctenium Research Grounds	0
9505	Ruined Velika Banquet Hall	0
9506	Velika Banquet Hall	0
9507	Dragon World	0
9508	Inner World	0
9509	Peaceful Velika Banquet Hall	0
9511	The Abscess (7 คน)	60
9611	The Abscess (ยาก)	0
9643	Wonderholme (10 คน)	0
9681	Velik's Dream	0
9710	Broken Prison	90
9711	The Abscess (ยาก)	0
9713	Ghillieglade	0
9714	Velik's Sanctuary	0
9716	Sky Cruiser Endeavor	80
9720	Antaros's Illusion	100
9724	Fane of Kaprima (ยาก)	0
9725	Balder's Temple (ยาก)	0
9726	Argon Corpus (ยาก)	0
9727	Manaya's Core	40
9735	RK-9 Hangar	90
9739	Revolution Team's Encampment	80
9743	Wonderholme (10 คน)	0
9750	Rift's Edge (10 คน)	0
9754	Bathysmal Rise	0
9756	Timescape	0
9757	Akeron's Inferno	0
9759	Forsaken Island (ยาก)	0
9760	Kalivan's Dreadnaught	70
9766	Shattered Fleet	0
9767	Demokron Factory	250
9768	Shadow Sanguinary	80
9769	Lilith's Keep	70
9770	Ruinous Manor	90
9773	Ebon Tower (ยาก)	0
9775	Kelsaik's Nest (ยาก)	0
9776	Labyrinth of Terror (ยาก)	0
9777	Channelworks (3 คน)	60
9780	Velik's Hold	70
9781	Velik's Sanctuary	90
9782	Leander's Underground Hall	100
9783	Fort of Tenebris	80
9793	Akasha's Hideout (ยาก)	0
9794	Cyrix Research Station	70
9795	Crucible of Fame	0
9801	Nexus Traverse	0
9802	Nexus Traverse	0
9803	Nexus Traverse	0
9804	Kelsaik's Nest_For Japan Tournaments	0
9808	Sabex Armory	0
9809	Macellarius Catacombs	285
9810	Lakan's Prison	0
9811	The Abscess (7 คน)	0
9813	Ghillieglade (1 คน)	0
9814	The Vault of Oriyn	0
9818	Energia Celo	0
9820	Resistance Secret Camp	0
9821	Dakuryon's Sanctum	0
9822	Archdeva Listening Post	0
9823	Sky Cruiser Intrepid	0
9824	Fane of Kaprima (1 คน)	0
9825	Balder's Temple (1 คน)	0
9826	Vaelsiar Chambers	0
9827	Stepstone Isle	0
9828	Shadetree	0
9829	Tiaran the Sorrow Tree	0
9830	Celestial Arena	70
9833	Wyrmgorge	0
9860	Kalivan's Challenge	60
9871	Necromancer Tomb (1 คน)	0
9872	Golden Labyrinth (1 คน)	0
9873	Ebon Tower (1 คน)	0
9876	Labyrinth of Terror (1 คน)	0
9879	Saravash's Ascent (1 คน)	0
9880	Sigil Adstringo (1 คน)	0
9885	Dreadspire	0
9886	Dreadspire: เลเวลระดับสูง	0
9887	Bastion of Lok (1 คน)	0
9888	Sinestral Manor (1 คน)	0
9889	Cultists' Refuge (1 คน)	0
9894	Saleron's Sky Garden (1 คน)	0
9911	Kelsaik's Raid (10 คน)	0
9916	Sky Cruiser Endeavor (ยาก)	0
9920	Emptiness Antaros's Illusion	145
9935	Ultimate RK-9 Hangar	145
9939	Revolution Team's Encampment (ยาก)	100
9950	Harrowhold	0
9969	Lilith's Keep (ยาก)	80
9970	Ruinous Manor (ยาก)	125
9975	Kelsaik's Raid (20 คน)	0
9979	Saravash's Ascent	40
9980	Velik's Hold (ยาก)	0
9981	Velik's Sanctuary (ยาก)	125
9982	Twisted Leander's Underground Hall	190
9983	Fort of The Pitch Black Tenebris	100
9994	Alpha Cyrix Research Station	80
9999	Blast from the Past	0
