2000	艾索杜勒	0
2100	龍族建築物	0
2101	幼蟲孵化場	0
2102	毗利氐安濕地懸崖監獄	0
2103	貝爾亞克城堡核心機關室	0
3001	秘密基地(1人)	0
3002	凡貝爾宅邸(1人)	0
3003	邪教徒隱身處(1人)	0
3004	邪靈術研究所(1人)	0
3005	黃金迷宮(1人)	0
3006	阿卡莎隱身處(1人)	0
3007	煞雷諾空中庭園(1人)	0
3008	恐怖迷宮(1人)	0
3009	暗黑塔(1人)	0
3010	凱爾賽克巢穴(1人)	0
3011	珊德拉馬奈伊亞(1人)	0
3012	守護者訓練所	0
3016	莉里斯城(試驗的副本)	70
3017	空洞的安塔洛斯深淵(7人)	0
3018	漆黑的泰內布利斯城堡(7人)	0
3019	扭曲的里安地下殿堂(7人)	0
3020	航海副本	0
3023	貝爾亞克城堡秘密地區	385
3024	阿勒卡夫孵化場	0
3025	阿勒卡夫孵化場(困難)	0
3026	亞剋卡拉索凱爾賽克隱藏地	0
3101	費爾奎娜巢穴	245
3201	燦爛的費爾奎娜巢穴	370
8999	貝里克神殿	0
9001	沙魔爾官邸	0
9002	生命之泉	0
9003	爆炎山脈深層	0
9005	小丑別墅	0
9006	真實惡夢的王座	0
9007	突沙軍團指揮所	0
9008	瑪拉基實驗室	0
9010	凱亞多勒司令官室	0
9011	鐵匠工房	0
9012	三個塔上層部	0
9013	阿勒坤能量儲藏庫	0
9014	卡諾比亞激戰地	0
9016	黎明庭園	0
9017	太陽燈塔	0
9018	前線地下地窟	0
9019	神秘地帶研究所前院	0
9020	秘密基地後門	0
9021	隱藏地窟	0
9022	苦痛殿堂	0
9023	庫特摩修克隱身處	0
9024	遺棄的教堂	0
9025	博得神殿	40
9026	阿勒坤魅迪提亞	40
9027	珊德拉馬奈伊亞(高階)	0
9028	瑪拉基實驗室	0
9029	復活教堂	0
9031	阿卡莎隱身處(試驗的副本)	80
9032	黃金迷宮(試驗的副本)	90
9033	兇暴基露卡爾的洞穴(試驗的副本)	70
9034	殘酷幻影之塔	0
9036	卡若斯帢召喚地	0
9037	暗黑裂縫入口	0
9038	未知叢林	0
9039	護送隊襲擊地	0
9040	貝利卡廣場	0
9041	貝利卡東門	0
9042	貝利卡司令部	0
9043	魔法師要塞(高階)	0
9044	巴哈勒神殿	295
9045	布魯帕斯特山	0
9046	受咒綠洲	0
9047	萬聖節副本	0
9050	貪婪的卡舒帕露峽谷	0
9051	骯髒神殿	0
9052	血腥慶典場	0
9053	巨人叢林(七人）	0
9054	邪惡的奧露卡神殿	0
9055	哈露奇亞的安息地	60
9056	扭曲的法羅納時空	0
9057	傲慢的阿凱倫炎獄	0
9059	伯恩斯坦惡靈島	75
9060	惡人凱利班突擊船	0
9061	巨人遺跡地	0
9062	小丑別墅	0
9063	漆黑祭壇	0
9064	熔岩之廳	0
9065	女神花園	0
9066	岱魔魯斯的輪盤	0
9067	殘暴費勒諾的實驗室	330
9068	暴君杜利溫的安息地	0
9069	拉格南城的記憶	0
9070	吹牛王塔勒斯基的遊樂場	0
9071	邪靈術研究所	40
9072	黃金迷宮	40
9073	暗黑塔	40
9074	復活聖所	0
9075	凱爾賽克巢穴	40
9076	恐怖的迷宮	40
9077	巴特沙漠	0
9078	費比修實驗室	0
9079	札巴勒曼蒼穹	0
9080	窟拉德緒結界	0
9081	極寒修練場	0
9082	鐵壁修練場	0
9083	突破修練場	0
9087	秘密基地	40
9088	凡貝爾宅邸	40
9089	邪教徒隱身處	40
9090	森林小徑	0
9091	次元結界	0
9092	達坤之墓	0
9093	阿卡莎隱身處	40
9094	煞雷諾空中庭園	40
9095	業火之坑	0
9096	席幽卡迴廊	0
9126	佩特萊養成所	80
9151	聯盟領地某地區	0
9503	巴其溫聯盟總司令官官邸	0
9505	破壞的貝利卡宴會場	0
9506	貝利卡宴會場	0
9507	龍界	0
9508	內面世界	0
9509	和平的貝利卡宴會場	0
9511	黑暗洞窟	0
9611	兇暴基露卡爾的洞穴	0
9643	魔法師要塞	0
9681	貝里克之夢	0
9710	扭曲的拉坎祭壇	0
9711	兇暴基露卡爾的洞穴	0
9713	奇利安森林 (付費)	0
9714	優惠專用空間	0
9716	艾爾凱拉斯號	0
9720	安塔洛斯深淵	100
9724	遺棄的教堂(攻擊隊)	0
9725	博得神殿(攻擊隊)	0
9726	阿勒坤魅迪提亞 (攻擊隊)	0
9727	珊德拉馬奈伊亞	40
9735	RK-9 機庫	90
9739	革命團總部	80
9743	魔法師要塞(攻擊隊)	0
9750	卡舒帕露峽谷	0
9754	奧露卡神殿	0
9756	法羅納時空	0
9757	阿凱倫炎獄	0
9759	伯恩斯坦惡靈島 (高階)	150
9760	凱利班突擊船	0
9766	赤紅海團的陷阱	0
9767	費勒諾的實驗室	220
9768	杜利溫的安息地	80
9769	莉里斯城	70
9770	拉坎里斯的廢墟	90
9773	暗黑塔 (攻擊隊)	0
9775	凱爾賽克巢穴	0
9776	恐怖迷宮 (攻擊隊)	0
9777	古代的低下暗渠	60
9780	貝利卡地下關口	70
9781	貝里克神殿	90
9782	里安的地下殿堂	100
9783	泰內布利斯城堡	80
9793	阿卡莎隱身處 (攻擊隊)	0
9794	賽伊洛斯研究基地	70
9795	庫札特的礦山	0
9801	暗黑次元的異空間	0
9802	暗黑次元的異空間	0
9803	暗黑次元的異空間	0
9804	凱爾賽克巢穴（日本比賽用)	0
9808	阿克德法武器庫	0
9809	戴蒙克隆實驗室	285
9810	拉坎祭壇	0
9811	黑暗洞窟	0
9813	奇利安森林	0
9814	阿魯卡那克那伊亞	0
9818	秘密實驗室	0
9820	扺抗軍秘密營地	0
9821	拉格南要塞 2樓	0
9822	阿克德法基地	0
9823	艾爾凱亞號	0
9824	遺棄的教堂(單人)	0
9825	博得神殿(單人)	0
9826	拉格南要塞地下	0
9827	提雅拉尼亞	0
9828	守護者村莊	0
9829	提亞蘭樹	0
9830	天空競技場	70
9833	古龍峽谷	0
9860	弱化凱利班突擊船	0
9871	邪靈術研究所(單人)	0
9872	黃金迷宮(單人)	0
9873	暗黑塔(單人)	0
9876	恐怖迷宮(單人)	0
9879	札巴勒曼蒼穹	0
9880	窟拉德緒結界(單人)	0
9885	幻影之塔	0
9886	幻影之塔 第16層	0
9887	秘密基地(單人)	0
9888	凡貝爾宅邸(單人)	0
9889	邪教徒隱身處(單人)	0
9894	煞雷諾空中庭園(單人)	0
9911	憤怒的凱爾賽克聖所	0
9916	暴風的艾爾凱拉斯號	0
9920	空洞的安塔洛斯深淵	145
9935	終極RK-9 機庫	145
9939	森嚴的革命團總部	0
9950	破壞的神界關口	0
9969	惡女莉里斯城	0
9970	超越的拉坎里斯的廢墟	125
9975	狂暴的凱爾賽克聖所	0
9979	札巴勒曼巢窟	40
9980	倒塌的貝利卡地下關口	0
9981	塌陷的貝里克神殿	125
9982	扭曲的里安地下殿堂	190
9983	漆黑的泰內布利斯城堡	0
9994	阿爾法賽伊洛斯研究基地	0
9999	被遺忘的副本探險隊	0
