31	หลักฐานของสมาชิกการเดินทาง
32	นักผจญภัยที่มีความชำนาญ
33	รางวัล TERA
34	ชายแดน
35	Increase EP XP 30
77	Monthly Pass
103	ผู้ใช้ญี่ปุ่นที่กลับมา
104	คำแนะนำเครื่องมือ JP
333	สถานะชั้นเยี่ยม
334	ผู้ก่อตั้ง
335	สถานะชั้นเยี่ยม
350	สิทธิประโยชน์เซิร์ฟเวอร์
433	คลับ TERA
434	ผู้มีประสบการณ์
435	Velika Recruit Pack
436	Vanguard Warrior Pack
437	Arborean Hero Pack
500	VIP
510	TW XP เซิร์ฟเวอร์เพิ่มขึ้น
520	VIP2
533	VIP
534	ผู้ก่อตั้ง
600	จำกัดการ Trade
601	แพ็กเกจทั่วไป
602	แพ็กเกจความสะดวก
603	แพ็กเกจการพัฒนา
691	เซฟโหมด
701	VIP
800	PC Café (Minor)
801	PC Café (Intermediate)
802	PC Café (Major)
803	PC Café (VIP)
804	User ELITE (Minor)
805	User ELITE (Intermediate)
806	User ELITE (Major)
807	User ELITE (VIP)
808	Rookie Server Benefit
809	[Event] Member Pass
810	Member Pass
1000	TERA PC cafe
10031	รางวัล : ได้รับ 2 การตอบรับของ Valkyon เมื่อใช้จับคู่ดันเจี้ยน
10032	ตัวอย่างการคูลดาวน์ลดลงครึ่งหนึ่ง & การเพิ่มขึ้นตัวอย่างเป็น 100%
10033	เงินมัดจำ : ได้รับการยกเว้น<BR>ค่าธรรมเนียมนายหน้าซื้อขาย : ลดลง 5%<BR>จำนวนการลงทะเบียนฝากนายหน้า : สูงสุด 50<BR>การต่อรองราคาของนายหน้า: ใช้งานได้<BR>คูลดาวน์จำนวนเข้าร่วมดันเจี้ยน ลดลงครึ่งนึง & จำนวนเข้าร่วมดันเจี้ยนเพิ่มขึ้น 2 เท่า<BR>จำนวนสูงสุดของเหรียญผจญภัย และความเร็วในการเติมเหรียญเพิ่มขึ้น<BR>ใช้ระบบเริ่มต้นจับคู่ดันเจี้ยน<BR>ได้รับบัฟ XP เพิ่มขึ้น และชื่อเสียงเพิ่มขึ้น<BR>จำนวนเข้าร่วม Ghillieglade เพิ่มขึ้น 2 เท่า
10034	รางวัล: ได้รับการตอบรับของ Valkyon เมื่อใช้ระบบการจับคู่ตัวอย่างระหว่างเซิร์ฟเวอร์<BR>ใช้ระบบเริ่มต้นตัวอย่าง
10035	เพิ่มปริมาณการได้รับ EP XP 30%
10077	รางวัลเงินสหพันธ์ประจำวัน 250 เหรียญ<BR>ได้รับ 100% XP Boost (1 ชั่วโมง)<BR>ค่าเงินมัดจำ : 2%<BR>ค่าธรรมเนียมนายหน้าซื้อขาย : 10%<BR>จำนวนสินค้าลงทะเบียนนายหน้าซื้อขาย : 50 ชิ้น<BR>การต่อรองราคาของนายหน้า : ใช้งานได้<BR>ลดเวลาพักรอดันเจี้ยนปาร์ตี้ลด & เพิ่มครั้งที่ท้าทายได้<BR>เพิ่มปริมาณสูงสุดของ Coin of Adventure และเพิ่มอัตราการเติมเหรียญ<BR>เปิดใช้ระบบจับคู่มือใหม่<BR>เปิดใช้ XP Boost และ EP XP Boost<BR>เพิ่มปริมาณได้รับค่าความชำนาญอุปกรณ์<BR>ได้รับการเข้าสู่ Velik's Sanctuary
10103	คำแนะนำเครื่องมือผู้ใช้ญี่ปุ่นที่กลับมา
10104	คำแนะนำเครื่องมือ JP
