31	Proof of the expedition member
32	Skillful Adventurer
33	VIP
34	Frontier
333	Elite Status
334	Founder
433	TERA Club
434	Veteran
1000	TERA PC cafe
10031	Reward: receive two Valkyon's Response when using instance matching.
10032	Decrease cooldown of instance in half & increase instance entries by 100%
10033	Earnest Money: exemption<BR>Trading brokerage fee: 5%<BR>Brokerage Registration Number: 50<BR>Broker's price negotiation: Availabe<BR>Reward: receive Valkyon's Response when using instance matching system between srevers.<BR>Decrease cooldown of instance in half & increase instance entries by 100%<BR>Apply Instance Beginner System
10034	Reward: receive Valkyon's Response when using instance matching system between servers.<BR>Apply Instance Beginner System
10333	Monthly Account Rewards:<BR>Two Valkyon's Responses from Instance Matching.<BR>Twice as many available daily quests.<BR>Instance access twice as often.<BR>Up to 50 items active on brokerage.<BR>Exempt from earnest money requirements on brokerage.<BR>Brokerage fee of only 10%.<BR>Sampler mount (changes periodically).<BR>Boosts that replenish daily.<BR><BR>Monthly Single Character Rewards: (via Item Claim)<BR>Fiery halo.<BR>Traveler's Journal.<BR>Traveler's Insurance scrolls.<BR>Free Cosmetic Item (changes monthly).
10334	Permanent Account Rewards: <BR>8 free character slots per server.<BR>4 bank tabs per server.<BR>Terminus, the argon hybrid warhorse.<BR>"Founder" title.<BR>Up to 30 items active on brokerage.
10433	Monthly Account Rewards:&#xA;Two Valkyon's Responses from Instance Matching&#xA;Twice as many available daily quests&#xA;Instance access twice as often&#xA;Exclusive mount (changes periodically)&#xA;Up to 50 items active on brokerage&#xA;Exempt from earnest money requirements on brokerage&#xA;Brokerage fee of only 10%.&#xA;&#xA;Village Atlas&#xA;Travel Journal&#xA;10 Soulbinder's Key&#xA;10 Enchanter's Key&#xA;Traveler's Insurance scrolls&#xA;Boosts that replenish daily.
10434	Permanent Account Rewards: <BR>8 characters available per server.<BR>4 bank tabs per server.<BR>"Veteran of the Valkyon Federation" title.<BR>Up to 30 items active on brokerage.
11000	Earnest Money: exemption<BR>Trading brokerage fee: 5% <BR> Brokerage Registration Number: 50 <BR>Broker's price negotiation: availabe<BR> PC cafe inventory: available <BR>Acquire 100% additional experience<BR> Gain 100% additional reputation points<BR>Gain 100% additional gold
100033	Package Benefit
100034	Package Benefit
100333	Package Benefit
100334	Package Benefit
100433	Package Benefit
100434	Package Benefit
101000	Package Benefit
