1000001	Опыт
10000001	Победа на полях сражений
10000003	Победа на полях сражений
10001001	Сбор
10001003	Ресурсы
10002001	Охота
10002003	Охота на монстров
10003001	Победите боссов-монстров
10003003	Победите боссов-монстров
10004001	Рыбалка
10004003	Успешная рыбалка
10006001	Победите Фрайгараса
10006003	Фрайгарас
10007001	Победите Сабранака
10007003	Сабранака
10008001	Победите Ананшу
10008003	Ананша
10009001	Победите Фрайгараса
10009003	Фрайгарас
10010001	Победите Сабранака
10010003	Сабранак
10011001	Победите Эмбермау
10011003	Эмбермау
10005001	Победите Разъяренного Татибуса
10005003	Разъяренный Татибус
10012001	Победите Разъяренный кумас
10012003	Разъяренный кумас
10013001	Победите Аргентуса
10013003	Аргентуса
