1	1	1	velika
1	1	2	velika
1	2	7	island_of_dawn
1	2	8	island_of_dawn
1	2	9	island_of_dawn
1	3	11	crescentia
1	3	12	lumbertown
1	3	13	fey_forest
1	3	14	oblivion_woods
1	3	15	tuwangi_mire
1	3	16	valley_of_titans
1	3	17	celestial_hills
1	4	21	popolion
1	4	22	cliffs_of_insanity
1	4	23	paraanon_ravine
1	4	24	pora_elinu
1	4	25	vale_of_the_fang
1	4	26	lake_of_tears
1	4	28	eldritch_academy_grounds
1	4	29	eldritch_academy_grounds
1	4	30	eldritch_academy_grounds
1	4	31	eldritch_academy_grounds
1	4	32	eldritch_academy_grounds
1	5	41	colossal_ruins
1	5	42	chebika
1	5	43	freeholds
1	5	44	basilisk_crag
1	5	45	tenebrous_mines
1	5	46	tenebrous_mines
1	5	47	tenebrous_mines
1	5	48	tulufan
1	5	49	aurum_road
1	5	51	cathedral_passageway
1	5	52	cathedral_passageway
1	6	56	fyrmount
1	6	57	castanica
1	6	58	serpentis_isle
1	6	60	hungry_caverns
1	6	61	hungry_caverns
1	6	62	hungry_caverns
1	6	63	hungry_caverns
1	6	64	ascension_valley
1	6	65	azarel_labyrinth
1	6	66	azarel_labyrinth
1	6	67	azarel_labyrinth
1	6	68	cutthroat_harbor
1	6	69	mistmoor_island
1	6	70	jagged_coast
1	6	71	jagged_coast
1	6	72	jagged_coast
1	6	73	jagged_coast
1	10	101	allemantheia
1	10	102	allemantheia
1	10	103	allemantheia
1	11	106	elenea
1	11	107	wyrmgorge
1	11	108	tor_exsul
1	11	110	doomcrypt
1	11	111	doomcrypt
1	11	112	doomcrypt
1	11	113	sienna_canyon
1	12	121	tempest_reach
1	12	122	arcarum
1	12	123	bleakrock
1	12	124	mount_tyrannas
1	12	125	frost_reach
1	12	127	citadel_of_torment
1	12	128	citadel_of_torment
1	12	129	citadel_of_torment
1	12	130	citadel_of_torment
1	12	131	citadel_of_torment
1	12	132	citadel_of_torment
1	12	133	citadel_of_torment
1	12	134	citadel_of_torment
1	12	135	citadel_of_torment
1	13	102	allemantheia
1	13	141	tralion
1	13	142	blessing_basin
1	13	143	tria
1	13	144	timeless_woods
1	13	145	blightwood
1	13	146	essenian_crest
1	14	156	frontera
1	14	157	quarantine_zone
1	14	158	feral_valley
1	14	161	arachnaea
1	14	162	arachnaea
1	14	163	arachnaea
1	14	166	temple_of_dagon
1	14	167	temple_of_dagon
1	14	168	temple_of_dagon
1	15	176	bastion
1	15	177	balder_refuge
1	18	201	kaiator
1	18	202	kaiator
