1440	3169	57	abs	15000	1	Перевязка I
1441	3169	105	abs	15000	1	Перевязка II
1442	3169	202	abs	15000	1	Перевязка III
1443	3169	386	abs	15000	1	Перевязка IV
1444	3169	777	abs	15000	1	Перевязка V
1445	3169	1273	abs	15000	1	Перевязка VI
1450	3169	43	abs	10000	1	Аптечка I
1451	3169	79	abs	10000	1	Аптечка II
1452	3169	152	abs	10000	1	Аптечка III
1453	3169	290	abs	10000	1	Аптечка IV
1454	3169	582	abs	10000	1	Бинты из тойры
1455	3169	954	abs	10000	1	Бинты из лурии
1460	3169	0.05	perc	20000	1	Бережная перевязка
1461	3169	0.04	perc	30000	1	Торуанская закуска
1462	3169	0.05	perc	20000	1	Засахаренный плод тертаса
1490	50015	0.05	perc	15000	1	Зелье обновления
1491	50015	0.06	perc	5000	1	Зелье обновления
1495	50433	-20000	perc	2000	1	Яд c поля битвы
1510	50015	0.5	perc	1000	1	Зелье здоровья
1610	50015	0.02	perc	10000	1	Сфера обновления
1630	50015	0.25	perc	1000	1	Сфера излечения
2057	50015	3000	abs	900000	1	Восстановление HP кумаса I
2058	50015	10000	abs	900000	1	Восстановление HP кумаса II
2059	50015	20000	abs	900000	1	Восстановление HP кумаса III
2066	4195	-0.02	perc	10000	1	Шлепок!
2500	50015	58	abs	12000	1	Лечащий эликсир I
2501	50015	90	abs	12000	1	Лечащий эликсир II
2502	50015	140	abs	12000	1	Лечащий эликсир III
2503	50015	215	abs	12000	1	Лечащий эликсир IV
2504	50015	331	abs	12000	1	Лечащий эликсир V
2505	50015	509	abs	12000	1	Лечащий эликсир VI
2506	50015	877	abs	12000	1	Лечащий эликсир VII
2507	50015	1230	abs	12000	1	Лечащий эликсир VIII
2508	50015	1630	abs	10000	1	Лечащий эликсир IX
2509	50015	2120	abs	10000	1	Лечащий эликсир X
2515	50015	78	abs	10000	1	Крепкий лечащий эликсир I
2516	50015	121	abs	10000	1	Крепкий лечащий эликсир II
2517	50015	187	abs	10000	1	Крепкий лечащий эликсир III
2518	50015	287	abs	10000	1	Крепкий лечащий эликсир IV
2519	50015	442	abs	10000	1	Крепкий лечащий эликсир V
2520	50015	679	abs	10000	1	Крепкий лечащий эликсир VI
2521	50015	1178	abs	10000	1	Крепкий лечащий эликсир VII
2522	50015	1652	abs	10000	1	Крепкий лечащий эликсир VIII
2560	50015	53	abs	12000	1	Эликсир целостности I
2561	50015	83	abs	12000	1	Эликсир целостности II
2562	50015	128	abs	12000	1	Эликсир целостности III
2563	50015	197	abs	12000	1	Эликсир целостности IV
2564	50015	302	abs	12000	1	Эликсир целостности V
2565	50015	465	abs	12000	1	Эликсир целостности VI
2566	50015	802	abs	12000	1	Эликсир целостности VII
2567	50015	1125	abs	12000	1	Эликсир целостности VIII
2575	50015	71	abs	10000	1	Крепкий эликсир целостности I
2576	50015	111	abs	10000	1	Крепкий эликсир целостности II
2577	50015	171	abs	10000	1	Крепкий эликсир целостности III
2578	50015	263	abs	10000	1	Крепкий эликсир целостности IV
2579	50015	404	abs	10000	1	Крепкий эликсир целостности V
2580	50015	621	abs	10000	1	Крепкий эликсир целостности VI
2581	50015	1077	abs	10000	1	Крепкий эликсир целостности VII
2582	50015	1510	abs	10000	1	Крепкий эликсир целостности VIII
2590	50015	83	abs	12000	1	Укрепляющее средство I
2591	50015	129	abs	12000	1	Укрепляющее средство II
2592	50015	199	abs	12000	1	Укрепляющее средство III
2593	50015	307	abs	12000	1	Укрепляющее средство IV
2594	50015	473	abs	12000	1	Укрепляющее средство V
2595	50015	726	abs	12000	1	Укрепляющее средство VI
2596	50015	1253	abs	12000	1	Укрепляющее средство VII
2597	50015	1757	abs	12000	1	Укрепляющее средство VIII
2598	50015	3260	abs	10000	1	Укрепляющее средство IX
2599	50015	4230	abs	10000	1	Укрепляющее средство X
2605	50015	112	abs	10000	1	Сильное укрепляющее средство I
2606	50015	173	abs	10000	1	Сильное укрепляющее средство II
2607	50015	267	abs	10000	1	Сильное укрепляющее средство III
2608	50015	411	abs	10000	1	Сильное укрепляющее средство IV
2609	50015	631	abs	10000	1	Сильное укрепляющее средство V
2610	50015	971	abs	10000	1	Сильное укрепляющее средство VI
2611	50015	1683	abs	10000	1	Сильное укрепляющее средство VII
2612	50015	2360	abs	10000	1	Сильное укрепляющее средство VIII
2650	50015	107	abs	12000	1	Укрепляющий эликсир I
2651	50015	165	abs	12000	1	Укрепляющий эликсир II
2652	50015	255	abs	12000	1	Укрепляющий эликсир III
2653	50015	393	abs	12000	1	Укрепляющий эликсир IV
2654	50015	605	abs	12000	1	Укрепляющий эликсир V
2655	50015	930	abs	12000	1	Укрепляющий эликсир VI
2656	50015	1604	abs	12000	1	Укрепляющий эликсир VII
2657	50015	2249	abs	12000	1	Укрепляющий эликсир VIII
2665	50015	143	abs	10000	1	Сильный укрепляющий эликсир I
2666	50015	221	abs	10000	1	Сильный укрепляющий эликсир II
2667	50015	341	abs	10000	1	Сильный укрепляющий эликсир III
2668	50015	525	abs	10000	1	Сильный укрепляющий эликсир IV
2669	50015	808	abs	10000	1	Сильный укрепляющий эликсир V
2670	50015	1242	abs	10000	1	Сильный укрепляющий эликсир VI
2671	50015	2154	abs	10000	1	Сильный укрепляющий эликсир VII
2672	50015	3021	abs	10000	1	Сильный укрепляющий эликсир VIII
4710	4195	-0.12	perc	3000	1	Проклятие
4760	50015	7122	abs	1000	1	Мясо норука
4763	50015	10684	abs	2000	2	Лежалое мясо
4764	50015	1424	abs	10000	1	Свежий банан
4765	50015	890	abs	20000	1	Пайки на особый случай
4766	50015	2137	abs	5000	1	Жареная рыба
4878	3169	50000	abs	2000	1	
4881	3169	20000	abs	1000	1	
4883	3169	0.04	perc	30000	1	Горячее какао
4884	50015	0.02	perc	10000	1	Рожок с двойной порцией мороженого
4956	50015	0.15	perc	1000	1	Корзина с шоколадными яйцами
10100	4195	-11	abs	5000	1	Болезнетворность
10101	4195	-23	abs	5000	1	Болезнетворность
10102	4195	-58	abs	5000	1	Болезнетворность
10103	4195	-144	abs	5000	1	Болезнетворность
10104	4195	-341	abs	5000	1	Болезнетворность
10105	4195	-763	abs	5000	1	Болезнетворность
10106	4195	-1052	abs	5000	1	Болезнетворность
10110	4195	-14	abs	5000	1	Болезнетворность
10111	4195	-28	abs	5000	1	Болезнетворность
10112	4195	-71	abs	5000	1	Болезнетворность
10113	4195	-177	abs	5000	1	Болезнетворность
10114	4195	-421	abs	5000	1	Болезнетворность
10115	4195	-942	abs	5000	1	Болезнетворность
10116	4195	-1298	abs	5000	1	Болезнетворность
10120	4195	-12	abs	5000	1	Болезнетворность
10121	4195	-26	abs	5000	1	Болезнетворность
10122	4195	-64	abs	5000	1	Болезнетворность
10123	4195	-161	abs	5000	1	Болезнетворность
10124	4195	-381	abs	5000	1	Болезнетворность
10125	4195	-853	abs	5000	1	Болезнетворность
10700	50015	18	abs	10000	2	Восстановление I
10701	50015	31	abs	10000	2	Восстановление II
10702	50015	60	abs	10000	2	Восстановление III
10703	50015	114	abs	10000	2	Восстановление IV
10704	50015	230	abs	10000	2	Восстановление V
10705	50015	445	abs	10000	2	Восстановление VI
10706	50015	503	abs	10000	2	Восстановление VII
10710	50015	23	abs	10000	2	Восстановление I
10711	50015	40	abs	10000	2	Восстановление II
10712	50015	77	abs	10000	2	Восстановление III
10713	50015	146	abs	10000	2	Восстановление IV
10714	50015	294	abs	10000	2	Восстановление V
10715	50015	570	abs	10000	2	Восстановление VI
10716	50015	644	abs	10000	2	Восстановление VII
10720	50015	20	abs	10000	2	Восстановление I
10721	50015	36	abs	10000	2	Восстановление II
10722	50015	68	abs	10000	2	Восстановление III
10723	50015	130	abs	10000	2	Восстановление IV
10724	50015	262	abs	10000	2	Восстановление V
10725	50015	507	abs	10000	2	Восстановление VI
10800	50015	43	abs	3000	1	Восстановление I
10801	50015	75	abs	3000	1	Восстановление II
10802	50015	144	abs	3000	1	Восстановление III
10803	50015	274	abs	3000	1	Восстановление IV
10804	50015	552	abs	3000	1	Восстановление V
10805	50015	1068	abs	3000	1	Восстановление VI
10806	50015	1207	abs	3000	1	Восстановление VII
12060	4195	-1373	abs	5000	1	Болезнетворность
12250	50015	755	abs	10000	2	Восстановление VII
15040	50378	-3710	abs	6000	2	Пульсирующее пламя
15041	50378	-3710	abs	6000	2	Пульсирующее пламя
15080	50383	-10	abs	30000	1	Молния Шаргрима
15100	50433	-4770	abs	4000	2	Проклятие зверя: интоксикация
15170	50383	-3710	abs	6000	2	Громовой разрез
18500	50015	0.02	perc	10000	1	Восстановление
18501	50015	0.025	perc	10000	1	Продолжительное восстановление HP
18502	50015	0.03	perc	10000	1	Продолжительное восстановление HP
26140	50015	0.02	perc	10000	1	Символ восстановления
26141	50015	0.03	perc	10000	1	Символ восстановления
28100	50015	0.05	perc	6000	2	Символ восстановления
28110	50015	0.15	perc	5000	1	Символ восстановления
60004	50433	-900	abs	8000	1	Калечение
60006	3169	900	abs	15000	1	Восстанавливающая гравировка III
60008	4195	-227	abs	5000	1	Оружие: токсичность
60009	50383	-882	abs	5000	1	Оружие: молния
60011	4320	-351	abs	5000	1	Броня: Зацеп
60013	50015	0.03	perc	10000	1	Броня: наросты
60017	50433	-1200	abs	10000	1	Разрывающая гравировка III
60019	3169	1405	abs	15000	1	Восстанавливающая гравировка III
60020	50380	-250	abs	10000	1	Проклятие: слабой энергии
70202	80044	0.01	perc	900000	5	Салат из грязекорня
70212	80044	0.01	perc	900000	5	Маффин из лунной тыквы
70222	80044	0.01	perc	900000	5	Салат из грудки страуса
70304	50015	0.005	perc	180003	3	Спокойная регенерация
70411	4195	-0.005	perc	10000	1	Яд
90101	50015	0.05	perc	10000	1	Непоколебимость Тела
100500	4195	-116	abs	10000	2	Отравленный клинок
100501	4195	-175	abs	10000	2	Отравленный клинок
100502	4195	-292	abs	10000	2	Отравленный клинок
100503	4195	-438	abs	10000	2	Отравленный клинок
100504	4195	-612	abs	10000	2	Отравленный клинок
100505	4195	-845	abs	10000	2	Отравленный клинок
100506	4195	-1428	abs	10000	2	Отравленный клинок
100507	4195	-1892	abs	10000	2	Отравленный клинок
100508	4195	-6068	abs	10000	2	Отравленный клинок
100520	4195	-92	abs	10000	2	Отравленный клинок
100521	4195	-127	abs	10000	2	Отравленный клинок
100522	4195	-175	abs	10000	2	Отравленный клинок
100523	4195	-242	abs	10000	2	Отравленный клинок
100524	4195	-334	abs	10000	2	Отравленный клинок
100525	4195	-461	abs	10000	2	Отравленный клинок
100526	4195	-720	abs	10000	2	Отравленный клинок
100527	4195	-954	abs	10000	2	Отравленный клинок
100528	4195	-1420	abs	10000	2	Отравленный клинок
429007	4320	-3000	abs	30000	1	Кровотечение
457004	50378	-0.05	perc	2000	1	Жар
457005	50378	-0.2	perc	20000	2	Затухающее пламя
457014	50433	-60000000	abs	1000	1	Не должно отображаться.
457029	50378	-0.03	perc	10000	2	Разрушение Акерона
457031	50378	-0.03	perc	10000	10	Разрушение Акерона
457032	50378	-0.05	perc	10000	10	Разрушение Акерона
457033	50378	-0.07	perc	10000	10	Разрушение Акерона
457056	3275	-10000000	perc	3000	1	Угасание
476618	4195	-0.6	perc	10000	10	Оглушение ударом
476621	50015	0.2	perc	1000	1	Крепкий сон
476628	4195	-0.3	perc	5000	5	Оглушение ударом
476906	50015	-0.5	perc	1000	1	Прикосновение смерти
476907	50015	-0.02	perc	60000	1	Потеря веры
477007	50015	-0.5	perc	2000	2	Укус паразита
477014	50015	-0.5	perc	6000	1	Захват системы
494550	4195	-0.02	perc	1000	1	Оскверненная кровь
500700	4195	-26	abs	10000	2	Проклятие разложения
500701	4195	-40	abs	10000	2	Проклятие разложения
500702	4195	-58	abs	10000	2	Проклятие разложения
500703	4195	-85	abs	10000	2	Проклятие разложения
500704	4195	-121	abs	10000	2	Проклятие разложения
500705	4195	-174	abs	10000	2	Проклятие разложения
500706	4195	-241	abs	10000	2	Проклятие разложения
500707	4195	-341	abs	10000	2	Проклятие разложения
500708	4195	-516	abs	10000	2	Проклятие разложения
500720	4195	-27	abs	10000	2	Проклятие разложения
500721	4195	-37	abs	10000	2	Проклятие разложения
500722	4195	-51	abs	10000	2	Проклятие разложения
500723	4195	-71	abs	10000	2	Проклятие разложения
500724	4195	-97	abs	10000	2	Проклятие разложения
500725	4195	-134	abs	10000	2	Проклятие разложения
500726	4195	-186	abs	10000	2	Проклятие разложения
500727	4195	-258	abs	10000	2	Проклятие разложения
500728	4195	-382	abs	10000	2	Проклятие разложения
501000	4318	-1175	abs	10000	2	Огненное дыхание
501001	4318	-1631	abs	10000	2	Огненное дыхание
501002	4318	-2305	abs	10000	2	Огненное дыхание
501003	4318	-3120	abs	10000	2	Огненное дыхание
501020	4318	-890	abs	10000	2	Огненное дыхание
501021	4318	-1228	abs	10000	2	Огненное дыхание
501022	4318	-1704	abs	10000	2	Огненное дыхание
501023	4318	-2259	abs	10000	2	Огненное дыхание
600600	4195	-58	abs	10000	2	Ядовитая ловушка
600601	4195	-124	abs	10000	2	Ядовитая ловушка
600602	4195	-271	abs	10000	2	Ядовитая ловушка
600603	4195	-518	abs	10000	2	Ядовитая ловушка
600604	4195	-1048	abs	10000	2	Ядовитая ловушка
600605	4195	-1575	abs	10000	2	Ядовитая ловушка
600620	4195	-57	abs	10000	2	Ядовитая ловушка
600621	4195	-109	abs	10000	2	Ядовитая ловушка
600622	4195	-209	abs	10000	2	Ядовитая ловушка
600623	4195	-398	abs	10000	2	Ядовитая ловушка
600624	4195	-778	abs	10000	2	Ядовитая ловушка
600625	4195	-1091	abs	10000	2	Ядовитая ловушка
600900	4195	-270	abs	12000	2	Ядовитая стрела
600901	4195	-389	abs	12000	2	Ядовитая стрела
600902	4195	-589	abs	12000	2	Ядовитая стрела
600903	4195	-849	abs	12000	2	Ядовитая стрела
600904	4195	-1179	abs	12000	2	Ядовитая стрела
600905	4195	-1626	abs	12000	2	Ядовитая стрела
600906	4195	-2360	abs	12000	2	Ядовитая стрела
600907	4195	-3128	abs	12000	2	Ядовитая стрела
600908	4195	-3780	abs	12000	2	Ядовитая стрела
600920	4195	-232	abs	12000	2	Ядовитая стрела
600921	4195	-160	abs	12000	2	Ядовитая стрела
600922	4195	-221	abs	12000	2	Ядовитая стрела
600923	4195	-306	abs	12000	2	Ядовитая стрела
600924	4195	-422	abs	12000	2	Ядовитая стрела
600925	4195	-583	abs	12000	2	Ядовитая стрела
600926	4195	-813	abs	12000	2	Ядовитая стрела
600927	4195	-1078	abs	12000	2	Ядовитая стрела
600928	4195	-1427	abs	12000	2	Ядовитая стрела
700400	50015	43	abs	10000	1	Милость титанов I
700401	50015	54	abs	10000	1	Милость титанов II
700402	50015	66	abs	10000	1	Милость титанов III
700403	50015	79	abs	10000	1	Милость титанов IV
700404	50015	89	abs	10000	1	Милость титанов V
700405	50015	97	abs	10000	1	Милость титанов VI
700406	50015	101	abs	10000	1	Милость титанов VII
700407	50015	105	abs	10000	1	Милость титанов VIII
700408	50015	109	abs	10000	1	Милость титанов IX
700800	4195	-62	abs	10000	2	Град проклятий
700801	4195	-96	abs	10000	2	Град проклятий
700802	4195	-138	abs	10000	2	Град проклятий III
700803	4195	-205	abs	10000	2	Град проклятий
700804	4195	-289	abs	10000	2	Град проклятий
700805	4195	-417	abs	10000	2	Град проклятий
700806	4195	-578	abs	10000	2	Град проклятий
700807	4195	-817	abs	10000	2	Град проклятий VIII
700808	4195	-1238	abs	10000	2	Град проклятий
700820	4195	-63	abs	10000	2	Град проклятий
700821	4195	-86	abs	10000	2	Град проклятий
700822	4195	-133	abs	10000	2	Град проклятий III
700823	4195	-191	abs	10000	2	Град проклятий
700824	4195	-283	abs	10000	2	Град проклятий
700825	4195	-399	abs	10000	2	Град проклятий
700826	4195	-576	abs	10000	2	Град проклятий
700827	4195	-802	abs	10000	2	Град проклятий VIII
700828	4195	-1212	abs	10000	2	Град проклятий
701000	50015	70	abs	10000	2	Дар духов I
701001	50015	88	abs	10000	2	Дар духов II
701002	50015	109	abs	10000	2	Дар духов III
701003	50015	135	abs	10000	2	Дар духов IV
701004	50015	168	abs	10000	2	Дар духов V
701005	50015	208	abs	10000	2	Дар духов VI
701006	50015	258	abs	10000	2	Дар духов VII
701007	50015	320	abs	10000	2	Дар духов VIII
701008	50015	397	abs	10000	2	Дар духов IX
701009	50015	493	abs	10000	2	Дар духов X
701010	50015	614	abs	10000	2	Дар духов XI
701011	50015	769	abs	10000	2	Дар духов XII
701012	50015	914	abs	10000	2	Дар духов XIII
701500	50015	187	abs	5000	1	Сфера жизни Аруна I
701501	50015	247	abs	5000	1	Сфера жизни Аруна II
701502	50015	344	abs	5000	1	Сфера жизни Аруна III
701503	50015	476	abs	5000	1	Сфера жизни Аруна IV
701504	50015	659	abs	5000	1	Сфера жизни Аруна V
701505	50015	912	abs	5000	1	Сфера жизни Аруна VI
701506	50015	1259	abs	5000	1	Сфера жизни Аруна VII
701507	50015	1739	abs	5000	1	Сфера жизни Аруна VIII
701508	50015	2401	abs	5000	1	Сфера жизни Аруна IX
701509	50015	3319	abs	5000	1	Сфера жизни Аруна X
701510	50015	4917	abs	5000	1	Сфера жизни Аруна XI
701511	50015	3319	abs	5000	1	Сфера жизни Аруна XII
701605	50015	529	abs	15000	2	Оберегающий тотем I
701607	50015	700	abs	15000	2	Оберегающий тотем II
701800	514053016	-15086	abs	5000	1	Недуг
701801	514053016	-1953	abs	5000	1	Недуг
757004	50378	-0.03	perc	2000	1	Жар
757005	50378	-0.1	perc	20000	2	Затухающее пламя
757014	50433	-60000000	abs	1000	1	Не должно отображаться.
757029	50378	-0.03	perc	10000	2	Разрушение Акерона
757031	50378	-0.03	perc	10000	10	Разрушение Акерона
757032	50378	-0.05	perc	10000	10	Разрушение Акерона
757033	50378	-0.07	perc	10000	10	Разрушение Акерона
760031	50141	-10000	abs	3000	1	Огненная земля!
776026	4195	-0.3	perc	5000	1	Пиратский Ship_Damage Тьмы - повторный эффект
777007	50015	-0.3	perc	2000	2	Укус паразита
777014	50015	-0.2	perc	6000	1	Захват системы
777033	50433	-5000	abs	20000	2	Вирус демокрона
800100	50015	88	abs	10000	2	Круг регенерации I
800101	50015	111	abs	10000	2	Круг регенерации II
800102	50015	136	abs	10000	2	Круг регенерации III
800103	50015	161	abs	10000	2	Круг регенерации IV
800104	50015	182	abs	10000	2	Круг регенерации V
800105	50015	198	abs	10000	2	Круг регенерации VI
800106	50015	208	abs	10000	2	Круг регенерации VII
800107	50015	214	abs	10000	2	Круг регенерации VIII
800108	50015	220	abs	10000	2	Круг регенерации IX
801100	50015	0.018	perc	10000	1	Божественная передышка I
801101	50015	0.02	perc	10000	1	Божественная передышка II
801400	50015	136	abs	5000	1	Лечебный колодец I
801401	50015	181	abs	5000	1	Лечебный колодец II
801402	50015	235	abs	5000	1	Лечебный колодец III
801403	50015	298	abs	5000	1	Лечебный колодец IV
801404	50015	366	abs	5000	1	Лечебный колодец V
801405	50015	431	abs	5000	1	Лечебный колодец VI
801406	50015	489	abs	5000	1	Лечебный колодец VII
801407	50015	533	abs	5000	1	Лечебный колодец VIII
801408	50015	559	abs	5000	1	Лечебный колодец IX
801409	50015	575	abs	5000	1	Лечебный колодец X
801410	50015	588	abs	5000	1	Лечебный колодец XI
808109	4195	0	perc	15000	1	Кровопускание
810002	50015	0.03	perc	1000	1	Мощь реликвии
860031	50141	-12000	abs	3000	1	Огненная земля!
900500	1176	0.4	perc	1000	1	Благо командира
900501	1176	0.4	perc	1000	1	Благо командира
905432	4195	-0.08	perc	30000	2	Интоксикация
905433	4195	-0.08	perc	10000	2	Перья гибели
905445	48273	-0.125	perc	15000	1	Кровь как вода
905608	4320	-0.12	perc	600000	1	Проклятье плененного Яну
905624	50354	-0.125	perc	120000	3	Заряженная молния!
905675	50015	1	perc	1000	1	
905902	4320	-0.08	perc	16000	1	Кровотечение
975445	4320	-0.125	perc	15000	3	
975655	4320	-0.055	perc	15000	3	
991000	4318	-100	abs	5000	1	Жар битвы
9810012	9810005	-2300	abs	20000	5	Испепеляющий взор Лакана
9810013	3666	0	abs	15000	5	Метка лучника
44300074	50015	0.3	perc	1000	1	
44300078	50015	300000	abs	180000	1	Супер-регенерация
44300080	4195	-0.08	perc	30000	3	Яд личинки
45000001	4195	-0.5	perc	10000	60	Запутывание
45000038	4320	-0.125	perc	15000	3	Сильное кровотечение
47300100	4195	-0.5	perc	600000	60	Ядовитая смола
47300200	4195	-0.05	perc	60000	3	Яд Тулсы
47300300	4195	-0.3	perc	5000	4	Отрава Тулсы
47300900	4195	-3000	abs	10000	1	Смертельный яд
47500100	4318	-0.05	perc	90000	5	Адское пламя
47500200	50015	0.005	perc	30000	3	Delete_Cry of life
47501100	4345	-0.05	perc	90000	5	Адский холод
47501400	4318	-0.05	perc	90000	5	Адский огонь
47501800	4318	-0.03	perc	90000	5	Адское пламя
47501900	4345	-0.03	perc	90000	5	Адский холод
47502000	4318	-0.03	perc	90000	5	Адский огонь
47600300	50015	0.03	perc	10000	1	На волосок от гибели
47610100	50015	0.001	perc	60000	1	Благословение Тулсы
47612500	50015	0.03	perc	12000	3	Восстановление
47612600	50015	0.05	perc	1000	1	Мгновенное восстановление HP
47613200	4195	-0.1	perc	30000	3	Децимация
47620400	4195	-0.05	perc	10000	1	Разрушительный огонь
47622300	4195	-0.01	perc	10000	1	Песчаная буря
47630100	4195	-0.01	perc	30000	3	Кровавый туман Туванги
47640400	4195	-0.07	perc	10000	1	Токсичный газ
47640700	4195	-0.1	perc	10000	1	Вирус аргона I
47640800	4195	-0.05	perc	10000	1	Вирус аргона II
47640900	4195	-0.03	perc	10000	1	Вирус аргона III
