50100	Стресс	icon_status.minusattack_tex	Постоянные битвы лишили вас сил. Вы должны отдохнуть.
50200	Усталость	icon_status.exhaustion_tex	От усталости ваши максимальные значения HP и MP понизились. Вы должны отдохнуть.
50300	Жизненная сила	icon_status.merit_tex	Вы отдохнули и вновь полны сил. Ваши максимальные значения HP и MP повысились.
51100	Ничтожный чарм могущества	icon_items.mysterypaper1_tex	В бою эффект от сгоревшего чарма повышает вашу силу.
51110	Малый чарм могущества	icon_items.mysterypaper2_tex	В бою эффект от сгоревшего чарма повышает вашу силу.
51120	Большой чарм могущества	icon_items.mysterypaper3_tex	В бою эффект от сгоревшего чарма повышает вашу силу.
51130	Великий чарм могущества	icon_items.mysterypaper4_tex	В бою эффект от сгоревшего чарма повышает вашу силу.
51140	Чарм могущества Балдера	icon_items.mysterypaper4_tex	В бою эффект от сгоревшего чарма повышает вашу силу.
51150	Чарм могущества Балдера IV	icon_items.mysterypaper4_tex	Энергия трехцветного чарма наполняет силой. При хорошем уровне бодрости эффект длится 30 мин., уровень эффекта зависит от уровня бодрости.
51200	Ничтожный чарм проницательности	icon_items.mysterypaper1_tex	В бою эффект от сгоревшего чарма повышает вероятность критического удара.
51210	Малый чарм проницательности	icon_items.mysterypaper2_tex	В бою эффект от сгоревшего чарма повышает вероятность критического удара.
51220	Большой чарм проницательности	icon_items.mysterypaper3_tex	В бою эффект от сгоревшего чарма повышает вероятность критического удара.
51230	Великий чарм проницательности	icon_items.mysterypaper4_tex	В бою эффект от сгоревшего чарма повышает вероятность критического удара.
512300	Великий чарм проницательности IV	icon_items.mysterypaper4_tex	Энергия трехцветного чарма повышает вероятность критического удара. При хорошем уровне бодрости эффект длится 30 мин., уровень эффекта зависит от уровня бодрости.
51300	Ничтожный чарм скорости	icon_items.mysterypaper1_tex	В бою эффект от сгоревшего чарма повышает скорость атаки.
51310	Малый чарм скорости	icon_items.mysterypaper2_tex	В бою эффект от сгоревшего чарма повышает скорость атаки.
51320	Большой чарм скорости	icon_items.mysterypaper3_tex	В бою эффект от сгоревшего чарма повышает скорость атаки.
51330	Великий чарм скорости	icon_items.mysterypaper4_tex	В бою эффект от сгоревшего чарма повышает скорость атаки.
51400	Ничтожный чарм силы	icon_items.mysterypaper1_tex	В бою эффект от сгоревшего чарма повышает ваше воздействие.
51410	Малый чарм силы	icon_items.mysterypaper2_tex	В бою эффект от сгоревшего чарма повышает ваше воздействие.
51420	Большой чарм силы	icon_items.mysterypaper3_tex	В бою эффект от сгоревшего чарма повышает ваше воздействие.
51430	Великий чарм силы	icon_items.mysterypaper4_tex	В бою эффект от сгоревшего чарма повышает ваше воздействие.
52100	Ничтожный чарм выносливости	icon_items.magicalpaper1_tex	В бою эффект от сгоревшего чарма повышает вашу выносливость.
52110	Малый чарм выносливости	icon_items.magicalpaper2_tex	В бою эффект от сгоревшего чарма повышает вашу выносливость.
52120	Большой чарм выносливости	icon_items.magicalpaper3_tex	В бою эффект от сгоревшего чарма повышает вашу выносливость.
52130	Великий чарм выносливости	icon_items.magicalpaper4_tex	В бою эффект от сгоревшего чарма повышает вашу выносливость.
52140	Чарм выносливости Балдера	icon_items.magicalpaper4_tex	В бою эффект от сгоревшего чарма повышает вашу выносливость.
52150	Чарм выносливости Балдера IV	icon_items.magicalpaper4_tex	Энергия трехцветного чарма повышает выносливость. При хорошем уровне бодрости эффект длится 30 мин., уровень эффекта зависит от уровня бодрости.
52200	Ничтожный чарм непреклонности	icon_items.magicalpaper1_tex	В бою эффект от сгоревшего чарма повышает вашу сопротивляемость критическим ударам.
52210	Малый чарм непреклонности	icon_items.magicalpaper2_tex	В бою эффект от сгоревшего чарма повышает вашу сопротивляемость критическим ударам.
