50100	Stress	icon_status.minusattack_tex	L'excès de combat a réduit votre puissance. Vous avez besoin de repos.
50200	Fatigue	icon_status.exhaustion_tex	La Fatigue a réduit vos maximum de PV et de PM. Vous avez besoin de repos.
50300	Vitalité	icon_status.merit_tex	Le repos vous remplit d'énergie. Vos maximum de PV et de PM ont augmenté.
51100	Talisman de pouvoir inférieur	icon_items.mysterypaper1_tex	Une fois en combat, ce talisman brûlé augmentera votre puissance.
51110	Talisman de pouvoir mineur	icon_items.mysterypaper2_tex	Une fois en combat, ce talisman brûlé augmentera votre puissance.
51120	Talisman de pouvoir majeur	icon_items.mysterypaper3_tex	Une fois en combat, ce talisman brûlé augmentera votre puissance.
51130	Talisman de pouvoir supérieur	icon_items.mysterypaper4_tex	Une fois en combat, ce talisman brûlé augmentera votre puissance.
51140	Talisman de pouvoir de Balder	icon_items.mysterypaper4_tex	Une fois en combat, ce talisman brûlé augmentera votre puissance.
51150	Talisman triptyque : puissance	icon_items.mysterypaper4_tex	Une fois en combat, ce talisman consumé augmente votre puissance. Avec l'endurance au maximum, l'effet peut perdurer jusqu'à 30 minutes. La force de l'effet dépend du niveau de votre endurance.
51200	Talisman de ferveur inférieur	icon_items.mysterypaper1_tex	Une fois en combat, ce talisman brûlé augmentera votre facteur de coups critiques.
51210	Talisman de ferveur mineur	icon_items.mysterypaper2_tex	Une fois en combat, ce talisman brûlé augmentera votre facteur de coups critiques.
51220	Talisman de ferveur majeur	icon_items.mysterypaper3_tex	Une fois en combat, ce talisman brûlé augmentera votre facteur de coups critiques.
51230	Talisman de ferveur supérieur	icon_items.mysterypaper4_tex	Une fois en combat, ce talisman brûlé augmentera votre facteur de coups critiques.
512300		icon_items.mysterypaper4_tex	
51300	Talisman de vitesse inférieur	icon_items.mysterypaper1_tex	Une fois en combat, ce talisman brûlé augmentera votre vitesse d'attaque.
51310	Talisman de vitesse mineur	icon_items.mysterypaper2_tex	Une fois en combat, ce talisman brûlé augmentera votre vitesse d'attaque.
51320	Talisman de vitesse majeur	icon_items.mysterypaper3_tex	Une fois en combat, ce talisman brûlé augmentera votre vitesse d'attaque.
51330	Talisman de vitesse supérieur	icon_items.mysterypaper4_tex	Une fois en combat, ce talisman brûlé augmentera votre vitesse d'attaque.
51400	Talisman de force inférieur	icon_items.mysterypaper1_tex	Une fois en combat, ce talisman brûlé augmentera votre facteur d'impact.
51410	Talisman de force mineur	icon_items.mysterypaper2_tex	Une fois en combat, ce talisman brûlé augmentera votre facteur d'impact.
51420	Talisman de force majeur	icon_items.mysterypaper3_tex	Une fois en combat, ce talisman brûlé augmentera votre facteur d'impact.
51430	Talisman de force supérieur	icon_items.mysterypaper4_tex	Une fois en combat, ce talisman brûlé augmentera votre facteur d'impact.
52100	Talisman d'endurance inférieur	icon_items.magicalpaper1_tex	Une fois en combat, ce talisman brûlé augmentera votre constitution.
52110	Talisman d'endurance mineur	icon_items.magicalpaper2_tex	Une fois en combat, ce talisman brûlé augmentera votre constitution.
52120	Talisman d'endurance majeur	icon_items.magicalpaper3_tex	Une fois en combat, ce talisman brûlé augmentera votre constitution.
52130	Talisman d'endurance supérieur	icon_items.magicalpaper4_tex	Une fois en combat, ce talisman brûlé augmentera votre constitution.
52140	Talisman d'endurance de Balder	icon_items.magicalpaper4_tex	Une fois en combat, ce talisman brûlé augmentera votre constitution.
52150	Talisman triptyque : constitution	icon_items.magicalpaper4_tex	Une fois en combat, ce talisman consumé augmente votre constitution. Avec l'endurance au maximum, l'effet peut perdurer jusqu'à 30 minutes. La force de l'effet dépend du niveau de votre endurance.
52200	Talisman d'inflexibilité inférieur	icon_items.magicalpaper1_tex	Une fois en combat, ce talisman brûlé augmentera votre facteur de résistance aux coups critiques.
52210	Talisman d'inflexibilité mineur	icon_items.magicalpaper2_tex	Une fois en combat, ce talisman brûlé augmentera votre facteur de résistance aux coups critiques.
52220	Talisman d'inflexibilité majeur	icon_items.magicalpaper3_tex	Une fois en combat, ce talisman brûlé augmentera votre facteur de résistance aux coups critiques.
52230	Talisman d'inflexibilité supérieur	icon_items.magicalpaper4_tex	Une fois en combat, ce talisman brûlé augmentera votre facteur de résistance aux coups critiques.
52300	Talisman de rigidité inférieur	icon_items.magicalpaper1_tex	Une fois en combat, ce talisman brûlé augmentera votre facteur d'équilibre.
52310	Talisman de rigidité mineur	icon_items.magicalpaper2_tex	Une fois en combat, ce talisman brûlé augmentera votre facteur d'équilibre.
52320	Talisman de rigidité majeur	icon_items.magicalpaper3_tex	Une fois en combat, ce talisman brûlé augmentera votre facteur d'équilibre.
52330	Talisman de rigidité supérieur	icon_items.magicalpaper4_tex	Une fois en combat, ce talisman brûlé augmentera votre facteur d'équilibre.
52400	Talisman de robustesse inférieur	icon_items.magicalpaper1_tex	Une fois en combat, ce talisman brûlé augmentera votre résistance aux effets d'affaiblissement.
52410	Talisman de robustesse mineur	icon_items.magicalpaper2_tex	Une fois en combat, ce talisman brûlé augmentera votre résistance aux effets d'affaiblissement.
