21000	Evasive Roll	20100	icon_skills.tumbling_tex	Swift Evasive Roll	icon_crest.e_crestactiveattackspeedup_tex	30% มีโอกาสเพิ่มความเร็วในการโจมตี 15% เป็นเวลา 10 วินาที
21001	Retaliate	130100	icon_skills.risingattack_tex	Energetic Retaliate	icon_crest.e_crestpassivecooltimedown_tex	คูลดาวน์ลดลง 20%
21002	Death From Above	100100	icon_skills.evasionattack_tex	Energetic Death From Above	icon_crest.e_crestpassivecooltimedown_tex	คูลดาวน์ลดลง 30%
21003	Mangle	140100	icon_skills.aimingankle_tex	Test	icon_skills.voidtrap_tex	ไม่มีเอฟเฟกต์
21004	Combo Attack	10100	icon_skills.comboattack_tex	Threatening Combo Attack	icon_crest.e_crestpassiveaggroup_tex	เพิ่ม aggro 5%
21005	Torrent of Blows	30100	icon_skills.nanmu_tex	Threatening Torrent of Blows	icon_crest.e_crestpassiveaggroup_tex	เพิ่ม aggro 20%
21006	Rain of Blows	40100	icon_skills.pointattack_tex	Empowered Rain of Blows	icon_crest.e_crestpassiveattackup_tex	ความเสียหายจากสกิลเพิ่มขึ้น 25%
21007	Leaping Strike	120100	icon_skills.downblowattack_tex	Empowered Leaping Strike	icon_crest.e_crestpassiveattackup_tex	ความเสียหายจากสกิลเพิ่มขึ้น 25%
21008	Poison Blade	110100	icon_skills.poisonblowattack_tex	Virulent Poison Blade	icon_crest.e_crestpassiveskilleffectup_tex	เพิ่มความเสียหายจากพิษ 15%
21009	Defensive Stance	90100	icon_skills.ironwillb_tex	Grounded Defensive Stance	icon_crest.e_crestpassiveskilleffectup_tex	เพิ่มความทนทาน 10%
21010	Retaliate	130100	icon_skills.risingattack_tex	Empowered Retaliate	icon_crest.e_crestpassiveattackup_tex	ความเสียหายจากสกิลเพิ่มขึ้น 25%
21011	Torrent of Blows	30100	icon_skills.nanmu_tex	Influential Torrent of Blows	icon_crest.e_crestnextskillmpdown_tex	ค่า MP ของ Rain of Blows ลดลง 88 ในเวลาไม่กี่วินาที
21012	Retaliate	130100	icon_skills.risingattack_tex	Influential Retaliate	icon_crest.e_crestnextskillmpdown_tex	ค่า MP ของ Leaping Strike ลดลง 75 ในเวลาไม่กี่วินาที
21013	Combo Attack	10100	icon_skills.comboattack_tex	Spirited Combo Attack	icon_crest.e_crestpassivemprecoveryup_tex	เพิ่มการเติมเต็ม MP 35%
21014	Death From Above	100100	icon_skills.evasionattack_tex	Swift Death From Above	icon_crest.e_crestactiveattackspeedup_tex	50% มีโอกาสเพิ่มความเร็วในการโจมตี 15% เป็นเวลา 10 วินาที
