1	Power	0	0	perc	100000	0	0.1	ダミー_異常状態1			悪神のしもべになりました。 休息の神官、休息の神将、狩り場移動管理人、飛行移動のメニューを使用できません。死亡時、クリスタルが壊れやすくなります。 コンディション減少量が増加し、力が90%、耐久力が90% (unk2)、移動速度が90% (unk3)減少します。 悪名が0の時に非戦闘状態が60秒間維持されると状態が解除されます。	icon_skills.voidtrap_tex	Debuff	False
2	Power	0	0	perc	180000000	0	100	テスト用_ぶるぶる	149004	【イベント】強力な力のポーション	攻撃力100倍/防御力100倍の効果発生！　5時間持続！　ゲームプレイ時にこのツールチップが出たらBTS処理が必要です。	icon_skills.voidtrap_tex	Buff	True
2	Endurance	0	0	perc	180000000	0	100	テスト用_ぶるぶる	149004	【イベント】強力な力のポーション	攻撃力100倍/防御力100倍の効果発生！　5時間持続！　ゲームプレイ時にこのツールチップが出たらBTS処理が必要です。	icon_skills.voidtrap_tex	Buff	True
22	Attack	0	0	perc	1200000	0	1.4	テスト_スキルダメージ増加			テスト専用！　全スキルダメージ40％増加！　	icon_skills.voidtrap_tex	Buff	True
23	CritChance	0	0	abs	60000	0	1	自分のクリティカル 100%			自身の攻撃が100％クリティカルになります。 テスト専用		Buff	True
25	MPChange	0	0.5	perc	0	1	0.5	TERA タイム			スキルのクールタイムが80％減少し、毎秒のマナ回復量が大きく増加します。	icon_status.pluswill_tex	Buff	True
25	CDR	0	0	swch	0	0	0.2	TERA タイム			スキルのクールタイムが80％減少し、毎秒のマナ回復量が大きく増加します。	icon_status.pluswill_tex	Buff	True
26	MPChange	0	0.5	perc	0	1	0.5	T.E.R.A TIME			全てのスキルのクールタイムが80％減少し、1秒あたりのマナ回復量が大幅に増加します。	icon_status.pluswill_tex	Buff	True
26	CDR	0	0	swch	0	0	0.2	T.E.R.A TIME			全てのスキルのクールタイムが80％減少し、1秒あたりのマナ回復量が大幅に増加します。	icon_status.pluswill_tex	Buff	True
27	MPChange	0	0.5	perc	0	1	0.5	T.E.R.A TIME			全てのスキルのクールタイムが80％減少し、1秒あたりのマナ回復量が大幅に増加します。	icon_status.pluswill_tex	Buff	True
27	CDR	0	0	swch	0	0	0.2	T.E.R.A TIME			全てのスキルのクールタイムが80％減少し、1秒あたりのマナ回復量が大幅に増加します。	icon_status.pluswill_tex	Buff	True
28	MPChange	0	0.5	perc	7200000	1	0.5	T.E.R.A TIME	101047	【新兵支援】スキルクールタイム減少ポーション	スキルのクールタイムが80％減少し、毎秒のマナ回復量が大きく増加します。	icon_status.pluswill_tex	Buff	True
28	CDR	0	0	swch	7200000	0	0.2	T.E.R.A TIME	101047	【新兵支援】スキルクールタイム減少ポーション	スキルのクールタイムが80％減少し、毎秒のマナ回復量が大きく増加します。	icon_status.pluswill_tex	Buff	True
