1	Power	Debuff	False	perc	100000	0	1	Clear Conscience			A potência e o ataque foram reduzidos para $H_W_BAD0%$COLOR_END.	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
2	Endurance	Buff	True	perc	180000000	0	1	Promo BAM Buff	98140	Jacque Fresco's Riddle	Aumenta a sua grandiosidade ao derrotar monstros grandalhões.	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
4	Stun	Buff	True	swch	3600000	0	5	Stun Bomb	7215	Stun Bomb	Efeito de atordoamento	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
5	Drunk1	Debuff	True	seta	100000	0	0	Non-Effect Debuff			Debilitação sem efeito	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
6	Immune	Debuff	True	seta	100000	0	0	Damage Absolute Invincibility	98140	Jacque Fresco's Riddle	Dano de invencibilidade absoluta	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
7	Stun	Debuff	True	seta	100000	0	5	Damage Half Invincibility			Dano de meia invencibilidade	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
7	Immune	Debuff	True	abs	100000	0	0	Damage Half Invincibility			Dano de meia invencibilidade	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
8	Immune	Debuff	True	setp	100000	0	0	Debuff Absolute Invincibility			Debuff de invencibilidade absoluta	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
9	Immune	Debuff	True	8	100000	0	0	Debuff Half Invincibility			Debuff de meia invencibilidade	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
10	Immune	Debuff	True	16	100000	0	0	Reaction Absolute Invincibility			Invencibilidade absoluta da reação	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
11	Immune	Debuff	True	26	60000	0	0	Stone Skin			Pedra	icon_skills.stoneshape_tex	icon_skills.voidtrap_tex	True
11	StunKnockDown	Debuff	True	seta	60000	0	6	Stone Skin			Pedra	icon_skills.stoneshape_tex	icon_skills.voidtrap_tex	True
12	Immune	Debuff	True	21	10000	0	0	Vortex Prison			Vórtice	icon_skills.tornadoprison_tex	icon_skills.voidtrap_tex	True
12	StunKnockDown	Debuff	True	seta	10000	0	5	Vortex Prison			Vórtice	icon_skills.tornadoprison_tex	icon_skills.voidtrap_tex	True
12	247	Debuff	True	perc	10000	0	100	Vortex Prison			Vórtice	icon_skills.tornadoprison_tex	icon_skills.voidtrap_tex	True
13	Immune	Debuff	True	20	60000	0	0	Epiphany of the Goddess			Deusa desencadeada	icon_skills.adventgoddess_tex	icon_skills.voidtrap_tex	True
15	OutOfCombatMovSpd	Buff	True	abs	600000	0	10	Blessing of Zenobia	98140	Jacque Fresco's Riddle	A velocidade de movimento fora de combate aumenta em $H_W_GOOD10$COLOR_END.	icon_skills.fastwalk_tex	icon_skills.fastwalk_tex	True
21	KnockDownChance	Buff	True	perc	900000	0	10	Chasing and Hunting_Reaction_Resistance Test	98140	Jacque Fresco's Riddle	Aumenta em 10 vezes a chance de resistência à reação.	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
22	Attack	Buff	True	perc	1200000	0	14	Test_Increased Skill Damage	98140	Jacque Fresco's Riddle	Somente teste: aumenta o dano de todas as habilidades em 40%!	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
23	CritChance	Buff	True	abs	60000	0	1	Automatic Critical Hits	98140	Jacque Fresco's Riddle	Todos os seus ataques são acertos críticos.$BRTest Only	icon_skills.voidtrap_tex	icon_skills.voidtrap_tex	True
