1	Power	0.00	0.00	perc	100000	0	0.10	Reines Gewissen			Verringert Kraft und den Angriff auf 90%.	icon_skills.voidtrap_tex
2	Power	0.00	0.00	perc	180000000	0	100.00	Megakraftverstärkung			Euer Auftreten wird noch furchteinflößender, wenn Ihr auf megagroße Monster trefft.	icon_skills.voidtrap_tex
2	Endurance	0.00	0.00	perc	180000000	0	100.00	Megakraftverstärkung			Euer Auftreten wird noch furchteinflößender, wenn Ihr auf megagroße Monster trefft.	icon_skills.voidtrap_tex
22	Attack	0.00	0.00	perc	1200000	0	1.40	Test_Increased Skill Damage			Nur Test: Erhöht allen Fertigkeitsschaden um 40%!	icon_skills.voidtrap_tex
23	CritChance	0.00	0.00	abs	60000	0	1.00	Automatische kritische Treffer			All Eure Angriffe landen kritische Treffer. Nur für Testzwecke.	
25	MPChange	0.00	0.50	perc	0	1	0.50	T.E.R.A. TIME			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
25	CDR	0.00	0.00	perc	0	0	0.20	T.E.R.A. TIME			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
26	MPChange	0.00	0.50	perc	0	1	0.50	Ultra-hyper-turbo-Zeit			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
26	CDR	0.00	0.00	perc	0	0	0.20	Ultra-hyper-turbo-Zeit			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
27	MPChange	0.00	0.50	perc	0	1	0.50	T.E.R.A. TIME			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
27	CDR	0.00	0.00	perc	0	0	0.20	T.E.R.A. TIME			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
28	MPChange	0.00	0.50	perc	7200000	1	0.50	T.E.R.A. TIME			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
28	CDR	0.00	0.00	perc	7200000	0	0.20	T.E.R.A. TIME			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
31	Power	0.00	0.00	perc	7200000	0	1.20	T.E.R.A. TIME Zyklus 2			Beteiligt Euch an eindrucksvollen Schlachten! Bei einem Angriff erhöht sich Euer Schaden um 20% und die Angriffsgeschwindigkeit nimmt ebenfalls erheblich zu.	icon_status.buff_of_kaia_tex
31	ASpd	0.00	0.00	perc	7200000	0	1.12	T.E.R.A. TIME Zyklus 2			Beteiligt Euch an eindrucksvollen Schlachten! Bei einem Angriff erhöht sich Euer Schaden um 20% und die Angriffsgeschwindigkeit nimmt ebenfalls erheblich zu.	icon_status.buff_of_kaia_tex
33	MPChange	0.00	0.50	perc	0	1	0.50	T.E.R.A. TIME			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
33	CDR	0.00	0.00	perc	0	0	0.20	T.E.R.A. TIME			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
36	Power	0.00	0.00	perc	0	0	1.20	Stärkung zum 4. Geburtstag (Erhöhung der Angriffsstärke)			Beteiligt Euch an eindrucksvollen Schlachten! Bei einem Angriff erhöht sich Euer Schaden um 20% und die Angriffsgeschwindigkeit nimmt ebenfalls erheblich zu.	icon_status.buff_of_kaia_tex
36	ASpd	0.00	0.00	perc	0	0	1.12	Stärkung zum 4. Geburtstag (Erhöhung der Angriffsstärke)			Beteiligt Euch an eindrucksvollen Schlachten! Bei einem Angriff erhöht sich Euer Schaden um 20% und die Angriffsgeschwindigkeit nimmt ebenfalls erheblich zu.	icon_status.buff_of_kaia_tex
37	MPChange	0.00	0.50	perc	0	1	0.50	Stärkung zum 4. Geburtstag (Verringerung der Abklingzeit)			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
37	CDR	0.00	0.00	perc	0	0	0.20	Stärkung zum 4. Geburtstag (Verringerung der Abklingzeit)			Spürt das Fieber! Die Abklingzeiten sämtlicher Fertigkeiten außer den Allianzfertigkeiten werden um 80% reduziert und die gesamte MP-Regeneration wird erheblich erhöht.	icon_status.pluswill_tex
39	Power	0.00	0.00	perc	0	0	1.02	Der Ruf des Krieges (Internetcafé)			Increases Attack Power, Attack Speed and Recovery ability by 2%. The abnormality while playing from PC cafes.	icon_status.plusecritical_tex
39	ASpd	0.00	0.00	perc	0	0	1.02	Der Ruf des Krieges (Internetcafé)			Increases Attack Power, Attack Speed and Recovery ability by 2%. The abnormality while playing from PC cafes.	icon_status.plusecritical_tex
47	Attack	0.00	0.00	perc	9900000	0	1.50	Test_Erhöhung von Fertigkeitsschaden/Verringerung von Aggro			Nur für den Test! Schaden aller Fertigkeiten wird um 50% erhöht/Aggro wird um 50% verringert	icon_skills.voidtrap_tex
201	Power	0.00	0.00	abs	900000	0	17.00	Segen von Shakan I			Erhöht die Kraft um 17.	icon_skills.attackup_tex
202	Power	0.00	0.00	abs	900000	0	25.00	Segen von Shakan II			Erhöht die Kraft um 25.	icon_skills.attackup_tex
601	Power	0.00	0.00	abs	25000	0	20.00	Zorn der Titanen I			Erhöht die Kraft um 20 und die Angriffsgeschwindigkeit um 6.	icon_skills.rage_tex
601	ASpd	0.00	0.00	abs	25000	0	6.00	Zorn der Titanen I			Erhöht die Kraft um 20 und die Angriffsgeschwindigkeit um 6.	icon_skills.rage_tex
602	Power	0.00	0.00	abs	25000	0	25.00	Zorn der Titanen II			Erhöht die Kraft um 25 und die Angriffsgeschwindigkeit um 6.	icon_skills.rage_tex
602	ASpd	0.00	0.00	abs	25000	0	6.00	Zorn der Titanen II			Erhöht die Kraft um 25 und die Angriffsgeschwindigkeit um 6.	icon_skills.rage_tex
603	Power	0.00	0.00	abs	25000	0	40.00	Zorn der Titanen III			Erhöht die Kraft um 40 und die Angriffsgeschwindigkeit um 6.	icon_skills.rage_tex
603	ASpd	0.00	0.00	abs	25000	0	6.00	Zorn der Titanen III			Erhöht die Kraft um 40 und die Angriffsgeschwindigkeit um 6.	icon_skills.rage_tex
902	Noctenium	0.00	0.00	swch	0	0	1.00	Nokteniuminfusion	1300	Nokteniuminfusion	Erhöht den ausgeteilten PvP-Schaden um 8 und verringert den erlittenen PvP-Schaden um 8.	icon_items.union_supplies5_tex
903	Power	0.00	0.00	abs	30000	0	15.00	Tötungsabsicht			Erhöht die Kraft um 15, die Angriffsgeschwindigkeit um 8%, den kritischen Trefferwert um 4% und die Bewegungsgeschwindigkeit um 4%.	icon_skills.battlefield_high_ranking_tex
903	Crit	0.00	0.00	perc	30000	0	1.04	Tötungsabsicht			Erhöht die Kraft um 15, die Angriffsgeschwindigkeit um 8%, den kritischen Trefferwert um 4% und die Bewegungsgeschwindigkeit um 4%.	icon_skills.battlefield_high_ranking_tex
903	ASpd	0.00	0.00	perc	30000	0	1.08	Tötungsabsicht			Erhöht die Kraft um 15, die Angriffsgeschwindigkeit um 8%, den kritischen Trefferwert um 4% und die Bewegungsgeschwindigkeit um 4%.	icon_skills.battlefield_high_ranking_tex
904	AtkPotion	0.00	0.00	swch	15000	0	1.10	Energiesterne - Verstärkung			Erhöht den Fertigkeitsschaden des ersten Treffers um 10. Kann nicht auf den Zauberwirkenden angewendet werden.	icon_skills.berserk_tex
905	MPChange	0.00	100.00	abs	10000	2	100.00	Regenerationskreis - MP-Wiederherstellung			Stellt immer nach 2s 100 MP wieder her.	icon_status.plusmp_tex
906	MPChange	0.00	50.00	abs	5000	1	50.00	Heilender Schub - MP-Wiederherstellung			Stellt immer nach 1s 50 LP wieder her.	icon_status.plusmp_tex
907	ASpd	0.00	0.00	perc	15000	0	1.20	Zorn der Titanen - Beschleunigung			Erhöht die Aufladegeschwindigkeit der ersten Fertigkeit um 20%.	icon_status.plusattack_tex
910	Noctenium	0.00	0.00	swch	0	0	2.00	Nokteniuminfusionstest	1230	Herausragende Nokteniuminfusion	Nokteniuminfusionstest	icon_items.union_supplies5_tex
911	Noctenium	0.00	0.00	swch	0	0	3.00	Nokteniuminfusion	1301	Nokteniuminfusion der Allianz	Erhöht den ausgeteilten PvP-Schaden um 8 und verringert den erlittenen PvP-Schaden um 8.	icon_items.union_supplies5_tex
912	Noctenium	0.00	0.00	swch	0	0	4.00	Nokteniuminfusion	1302	Nokteniuminfusion des Verlieses	Erhöht den ausgeteilten PvP-Schaden um 8 und verringert den erlittenen PvP-Schaden um 8.	icon_items.union_supplies5_tex
913	Noctenium	0.00	0.00	swch	0	0	5.00	Nokteniuminfusion	1303	Geeignete Nokteniuminfusion	Erhöht den ausgeteilten PvP-Schaden um 8 und verringert den erlittenen PvP-Schaden um 8.	icon_items.union_supplies5_tex
916	Noctenium	0.00	0.00	swch	0	0	6.00	Nokteniuminfusion	81212	Freundliche Nokteniuminfusion	Erhöht den PvP-Schaden um 8 und die PvP-Verteidigung um 8.	icon_items.union_supplies5_tex
1130	MPChange	0.00	0.04	perc	25000	1	0.04	Zuckerstange	435	Zuckerstange	Stellt immer nach 1s 4% der maximalen MP wieder her.	icon_items.heartlollipop_tex
1130	MPChange	0.00	0.04	perc	25000	1	0.04	Zuckerstange	439	Kreiselbonbons	Stellt immer nach 1s 4% der maximalen MP wieder her.	icon_items.heartlollipop_tex
1131	MPChange	0.00	0.50	perc	1000	1	0.50	Herzpraline	434	Herzpraline	Stellt 50% der maximalen MP wieder her.	icon_items.heartchocolate_tex
1132	StaminaDecay	0.00	0.00	seta	1800000	0	0.00	Liebesbrief	433	Liebesbrief	Die Ausdauer verringert sich nicht.	icon_items.loveletter_tex
1133	MPChange	0.00	0.04	perc	25000	1	0.04	Glanzbonbon			Stellt immer nach 1s 4% der Gesamt-MP wieder her.	icon_items.heartlollipop_tex
1135	Endurance	0.00	0.00	perc	0	0	1.00	Ruf der Föderation			Valkyon-Föderation-Belohnungen für Rekruten! Sämtliche Goldbelohnungen werden verdoppelt, mit Ausnahme der für wiederholbare Quests.	icon_status.plusfocus_tex
1150	HPChange	0.01	0.00	perc	1800000	5	0.01	Elixier der vitalen Erneuerung			Heilt immer nach 5s 1% der maximalen LP.	icon_items.potion14_tex
1151	HPChange	0.01	0.00	perc	10800000	5	0.01	Starkes Elixier der kräftigen Erneuerung			Stellt immer nach 5s 1% der maximalen LP wieder her.	icon_items.potion14_tex
1200	MPChange	0.00	5.00	abs	1800000	5	5.00	Elixier der durchdringenden Erneuerung			Stellt immer nach 5s 5 MP wieder her.	icon_items.potion15_tex
1201	MPChange	0.00	5.00	abs	10800000	5	5.00	Starkes Elixier der durchdringenden Erneuerung			Stellt immer nach 5s 5 MP wieder her.	icon_items.potion15_tex
1250	Power	0.00	0.00	abs	1800000	0	5.00	Elixier des starken Wilden			Erhöht die Kraft um 5.	icon_items.potion11_tex
1251	Power	0.00	0.00	abs	1800000	0	7.00	Elixier des starken Wilden	150538	Elixier des stürmischen Wilden	Erhöht die Kraft um 7.	icon_items.potion11_tex
1251	Power	0.00	0.00	abs	1800000	0	7.00	Elixier des starken Wilden	150539	Elixier des stürmischen Wilden	Erhöht die Kraft um 7.	icon_items.potion11_tex
1251	Power	0.00	0.00	abs	1800000	0	7.00	Elixier des starken Wilden	150941	Elixier des stürmischen Wilden	Erhöht die Kraft um 7.	icon_items.potion11_tex
1251	Power	0.00	0.00	abs	1800000	0	7.00	Elixier des starken Wilden	150942	Elixier des stürmischen Wilden	Erhöht die Kraft um 7.	icon_items.potion11_tex
1300	Endurance	0.00	0.00	abs	1800000	0	13.00	Elixier des beharrlichen Wilden			Erhöht die Konstitution um 13.	icon_items.potion17_tex
1301	Endurance	0.00	0.00	abs	1800000	0	15.00	Elixier des beharrlichen Wilden	150540	Elixier des unerbittlichen Wilden	Erhöht die Konstitution um 15.	icon_items.potion17_tex
1301	Endurance	0.00	0.00	abs	1800000	0	15.00	Elixier des beharrlichen Wilden	150541	Elixier des unerbittlichen Wilden	Erhöht die Konstitution um 15.	icon_items.potion17_tex
1301	Endurance	0.00	0.00	abs	1800000	0	15.00	Elixier des beharrlichen Wilden	150943	Elixier des unerbittlichen Wilden	Erhöht die Konstitution um 15.	icon_items.potion17_tex
1301	Endurance	0.00	0.00	abs	1800000	0	15.00	Elixier des beharrlichen Wilden	150944	Elixier des unerbittlichen Wilden	Erhöht die Konstitution um 15.	icon_items.potion17_tex
1350	AtkPotion	0.00	0.00	perc	1800000	0	1.05	Elixier des starken Rivalen			Fügt anderen Spielern 5% mehr Schaden zu. Der Effekt hält auch nach dem Tod an.	icon_items.potion20_tex
1400	DefPotion	0.00	0.00	perc	1800000	0	0.95	Elixier des beharrlichen Rivalen			Erleidet 5% weniger Schaden durch andere Spieler. Der Effekt hält auch nach dem Tod an.	icon_items.potion8_tex
1440	HPChange	57.00	0.00	abs	15000	1	57.00	Verband I	172	Medizinischer Verband des Strebers	Heilt immer nach 1s 57 LP.	icon_items.bandage1_rare_tex
1441	HPChange	105.00	0.00	abs	15000	1	105.00	Verband II	173	Medizinischer Verdraverband	Heilt immer nach 1s 105 LP.	icon_items.bandage2_rare_tex
1442	HPChange	202.00	0.00	abs	15000	1	202.00	Verband III	174	Medizinischer Sylvaverband	Heilt immer nach 1s 202 LP.	icon_items.bandage3_rare_tex
1443	HPChange	386.00	0.00	abs	15000	1	386.00	Verband IV	175	Medizinischer Shetlaverband	Heilt immer nach 1s 386 LP.	icon_items.bandage4_rare_tex
1444	HPChange	777.00	0.00	abs	15000	1	777.00	Verband V	176	Medizinischer Toiraverband	Heilt immer nach 1s 777 LP.	icon_items.bandage5_rare_tex
1445	HPChange	1273.00	0.00	abs	15000	1	1273.00	Verband VI	177	Medizinischer Luriaverband	Heilt immer nach 1s 1273 LP.	icon_items.bandage6_rare_tex
1446	HPChange	2672.00	0.00	abs	15000	1	2672.00	Medizinischer Verband VII	1771	Medizinischer Verband VII	Stellt immer nach 1s 2672 LP wieder her.	icon_items.bandage7_rare_tex
1450	HPChange	43.00	0.00	abs	10000	1	43.00	Erste Hilfe I	125	Verband des Musterschülers	Heilt immer nach 1s 43 LP.	icon_items.bandage1_tex
1451	HPChange	79.00	0.00	abs	10000	1	79.00	Erste Hilfe II	126	Verdraverband	Heilt immer nach 1s 79 LP.	icon_items.bandage2_tex
