50100	사기 저하	icon_status.minusattack_tex	계속된 전투로 사기가 저하되어 공격력이 감소 됩니다. 휴식이 필요합니다.
50200	극심한 피로	icon_status.exhaustion_tex	극심한 피로로 최대 HP 및 MP가 감소 됩니다. 휴식이 필요합니다.
50300	충만한 기운	icon_status.merit_tex	충분한 휴식을 취해 기운이 넘칩니다. 최대 HP 및 MP가 증가 됩니다.
51100	힘 증가 I	icon_items.mysterypaper1_tex	의문의 부적의 기이한 힘으로 힘이 향상 됩니다. 컨디션이 좋다면 효과는 최대 15분 동안 유지되며, 컨디션에 따라 효과 크기가 달라집니다.
51110	힘 증가 II	icon_items.mysterypaper2_tex	의문의 부적의 기이한 힘으로 힘이 향상 됩니다. 컨디션이 좋다면 효과는 최대 15분 동안 유지되며, 컨디션에 따라 효과 크기가 달라집니다.
51120	힘 증가 III	icon_items.mysterypaper3_tex	의문의 부적의 기이한 힘으로 힘이 향상 됩니다. 컨디션이 좋다면 효과는 최대 15분 동안 유지되며, 컨디션에 따라 효과 크기가 달라집니다.
51130	힘 증가 IV	icon_items.mysterypaper4_tex	의문의 부적의 기이한 힘으로 힘이 향상 됩니다. 컨디션이 좋다면 효과는 최대 15분 동안 유지되며, 컨디션에 따라 효과 크기가 달라집니다.
51140	힘 증가 IV	icon_items.mysterypaper4_tex	신관의 증표의 기이한 힘으로 힘이 향상 됩니다. 컨디션이 좋다면 효과는 최대 15분 동안 유지되며, 컨디션에 따라 효과 크기가 달라집니다.
51150	힘 증가 IV	icon_items.mysterypaper4_tex	삼색 호신부의 기이한 힘으로 힘이 향상 됩니다. 컨디션이 좋다면 효과는 최대 30분 동안 유지되며, 컨디션에 따라 효과 크기가 달라집니다.
51200	치명타 발생 증가 I	icon_items.mysterypaper1_tex	의문의 부적의 기이한 힘으로 치명타 발생이 향상 됩니다. 컨디션이 좋다면 효과는 최대 15분 동안 유지되며, 컨디션에 따라 효과 크기가 달라집니다.
51210	치명타 발생 증가 II	icon_items.mysterypaper2_tex	의문의 부적의 기이한 힘으로 치명타 발생이 향상 됩니다. 컨디션이 좋다면 효과는 최대 15분 동안 유지되며, 컨디션에 따라 효과 크기가 달라집니다.
51220	치명타 발생 증가 III	icon_items.mysterypaper3_tex	의문의 부적의 기이한 힘으로 치명타 발생이 향상 됩니다. 컨디션이 좋다면 효과는 최대 15분 동안 유지되며, 컨디션에 따라 효과 크기가 달라집니다.
51230	치명타 발생 증가 IV	icon_items.mysterypaper4_tex	의문의 부적의 기이한 힘으로 치명타 발생이 향상 됩니다. 컨디션이 좋다면 효과는 최대 15분 동안 유지되며, 컨디션에 따라 효과 크기가 달라집니다.
512300	치명타 발생 증가 IV	icon_items.mysterypaper4_tex	의문의 부적의 기이한 힘으로 치명타 발생이 향상 됩니다. 컨디션이 좋다면 효과는 최대 30분 동안 유지되며, 컨디션에 따라 효과 크기가 달라집니다.
