60340120	Common	Common	Common	녹테늄 강화탄 (Off)			icon_items.union_supplies5_tex
8400015	Common	Common	Common	녹테늄 강화탄 (Off)			icon_items.union_supplies5_tex
8400060	Common	Common	Common	녹테늄 강화탄 (Off)			icon_items.union_supplies5_tex
8400080	Common	Common	Common	녹테늄 강화탄 (Off)			icon_items.union_supplies5_tex
8400100	Common	Common	Common	녹테늄 강화탄 (Off)			icon_items.union_supplies5_tex
8400120	Common	Common	Common	녹테늄 강화탄 (Off)			icon_items.union_supplies5_tex
51016	Common	Common	Gunner	속사포 발사 X!	False		icon_skills.gatlingshot_tex
51026	Common	Common	Gunner	아케인 빔 연사!	False		icon_skills.gatlingshot_awaken_tex
51036	Common	Common	Gunner	아케인 빔 연사!	False		icon_skills.gatlingshot_awaken_tex
61122	Common	Common	Gunner	시한포탄 발사 XI!	False	Boom	icon_skills.timebombshot_tex
71121	Common	Common	Gunner	비전 충격탄 발사!	False	Boom	icon_skills.arcaneshockshot01_tex
71122	Common	Common	Gunner	비전 충격탄 발사!	False	Boom	icon_skills.arcaneshockshot01_tex
410131	Common	Common	Warrior	종단 가르기!	False	hit 2	icon_skills.tumblingattack_tex
80611	Common	Common	Archer	속사!	False	hit 1	icon_skills.rapidshot_tex
80612	Common	Common	Archer	속사!	False	hit 2	icon_skills.rapidshot_tex
80613	Common	Common	Archer	속사!	False	hit 3	icon_skills.rapidshot_tex
80614	Common	Common	Archer	속사!	False	hit 4	icon_skills.rapidshot_tex
360221	Common	Common	Sorcerer	태초의 불꽃	False	fire	icon_skills.primalfire_tex
360222	Common	Common	Sorcerer	태초의 불꽃	False	force	icon_skills.primalfire_tex
360224	Common	Common	Sorcerer	태초의 불꽃	False	ice	icon_skills.primalfire_tex
