48	2000	Осадное орудие	1101	Залп	icon_skills.vehicleex_att01_tex
48	2000	Осадное орудие	1201	Покинуть	icon_skills.vehicleex_getoff_tex
116	1001	Дирижабль	1101	Отдать швартовы	icon_skills.vehicle_drive_tex
116	1001	Дирижабль	1201	Прыжок	icon_skills.vehicleex_getoff_tex
116	1002	Дирижабль	1102	Отдать швартовы	icon_skills.vehicle_drive_tex
116	1002	Дирижабль	1202	Прыжок	icon_skills.vehicleex_getoff_tex
116	1003	Дирижабль	1103	Отдать швартовы	icon_skills.vehicle_drive_tex
116	1003	Дирижабль	1203	Прыжок	icon_skills.vehicleex_getoff_tex
116	4000	Осадное орудие	1101	Залп	icon_skills.vehicleex_att01_tex
116	4000	Осадное орудие	1102	Залп	icon_skills.vehicleex_att01_tex
116	4000	Осадное орудие	1201	Покинуть	icon_skills.vehicleex_getoff_tex
116	4001	Осадное орудие	1301	Залп	icon_skills.vehicleex_att01_tex
116	4001	Осадное орудие	1302	Залп	icon_skills.vehicleex_att01_tex
116	4001	Осадное орудие	1401	Покинуть	icon_skills.vehicleex_getoff_tex
116	4002	Осадное орудие	1501	Залп	icon_skills.vehicleex_att01_tex
116	4002	Осадное орудие	1502	Залп	icon_skills.vehicleex_att01_tex
116	4002	Осадное орудие	1503	Покинуть	icon_skills.vehicleex_getoff_tex
116	4003	Осадное орудие	1501	Залп	icon_skills.vehicleex_att01_tex
116	4003	Осадное орудие	1502	Залп	icon_skills.vehicleex_att01_tex
116	4003	Осадное орудие	1503	Покинуть	icon_skills.vehicleex_getoff_tex
117	5000		1102	Натиск пузом	icon_skills.kumas_frontjump_tex
117	5000		1103	Шлепок	icon_skills.kumas_3combo_tex
117	5000		1104	Мощный приступ гнева	icon_skills.kumas_energy_tex
117	5000		1105	Мощный приступ гнева	icon_skills.kumas_energy_tex
117	5000		1111	Большая отрыжка	icon_skills.kumas_breath_tex
117	5000		1212	Прыжок назад	icon_skills.kumas_backjump_tex
117	5000		1318	Летающие кулаки	icon_skills.kumas_rocketpunch_tex
117	5000		2201	Очищение	icon_skills.purify_tex
117	5000		2202	Омоложение	icon_skills.healarea_tex
117	6000		1102	Натиск пузом	icon_skills.kumas_frontjump_tex
117	6000		1104	Приступ гнева	icon_skills.kumas_energy_tex
117	6000		1105	Приступ гнева	icon_skills.kumas_energy_tex
117	6000		1106	Отрыжка	icon_skills.kumas_breath_tex
117	6000		1108	С разворота влево	icon_skills.kumas_righthit_tex
117	6000		1109	С разворота вправо	icon_skills.kumas_lefthit_tex
