48	2000	공성병기	1101	포탄 발사	icon_skills.vehicleex_att01_tex
48	2000	공성병기	1201	내리기	icon_skills.vehicleex_getoff_tex
116	1001	비공정	1101	출발	icon_skills.vehicle_drive_tex
116	1001	비공정	1201	내리기	icon_skills.vehicleex_getoff_tex
116	1002	비공정	1102	출발	icon_skills.vehicle_drive_tex
116	1002	비공정	1202	내리기	icon_skills.vehicleex_getoff_tex
116	4000	공성병기	1101	포탄 발사	icon_skills.vehicleex_att01_tex
116	4000	공성병기	1102	포탄 발사	icon_skills.vehicleex_att01_tex
116	4000	공성병기	1201	내리기	icon_skills.vehicleex_getoff_tex
116	4001	공성병기	1301	포탄 발사	icon_skills.vehicleex_att01_tex
116	4001	공성병기	1302	포탄 발사	icon_skills.vehicleex_att01_tex
116	4001	공성병기	1401	내리기	icon_skills.vehicleex_getoff_tex
116	4002	공성병기	1501	포탄 발사	icon_skills.vehicleex_att01_tex
116	4002	공성병기	1502	포탄 발사	icon_skills.vehicleex_att01_tex
116	4002	공성병기	1503	내리기	icon_skills.vehicleex_getoff_tex
117	5000		1102	분노의 도약	icon_skills.kumas_frontjump_tex
117	5000		1103	3단 몰아찍기	icon_skills.kumas_3combo_tex
117	5000		1104	필살원기 발사	icon_skills.kumas_energy_tex
117	5000		1105	필살원기 발사	icon_skills.kumas_energy_tex
117	5000		1111	브레스 폭발	icon_skills.kumas_breath_tex
117	5000		1212	백 점프	icon_skills.kumas_backjump_tex
117	5000		1318	로켓주먹	icon_skills.kumas_rocketpunch_tex
117	5000		2201	정화	icon_skills.purify_tex
117	5000		2202	치유	icon_skills.healarea_tex
117	6000		1102	분노의 도약	icon_skills.kumas_frontjump_tex
117	6000		1104	원기 발사	icon_skills.kumas_energy_tex
117	6000		1105	원기 발사	icon_skills.kumas_energy_tex
117	6000		1106	브레스	icon_skills.kumas_breath_tex
117	6000		1108	왼손 후리기	icon_skills.kumas_righthit_tex
117	6000		1109	오른손 후리기	icon_skills.kumas_lefthit_tex
117	6000		1311	앞 구르기	icon_skills.kumas_frontroll_tex
117	6000		2201	정화	icon_skills.purify_tex
