10100	Punch I		
10101	Punch I		
10102	Punch I		
10103	Punch I		
10200	Punch II		
10201	Punch II		
10202	Punch II		
10203	Punch II		
10300	Punch III		
10301	Punch III		
10302	Punch III		
10303	Punch III		
10400	Punch IV		
10401	Punch IV		
10402	Punch IV		
10403	Punch IV		
10500	Punch V		
10501	Punch V		
10502	Punch V		
10503	Punch V		
10600	Punch VI		
10601	Punch VI		
10602	Punch VI		
10603	Punch VI		
10700	Punch VII		
10701	Punch VII		
10702	Punch VII		
10703	Punch VII		
10800	Punch VIII		
10801	Punch VIII		
10802	Punch VIII		
10803	Punch VIII		
10900	Punch IX		
10901	Punch IX		
10902	Punch IX		
10903	Punch IX		
11000	Punch X		
11001	Punch X		
11002	Punch X		
11003	Punch X		
11100	Punch XI		
11101	Punch XI		
11102	Punch XI		
11103	Punch XI		
11220	Punch XII		true
11200	Punch XII		
11201	Punch XII		
11202	Punch XII		
11203	Punch XII		
20100	Counter I		
20101	Counter I		
20102	Counter I		
20103	Counter I		
20104	Counter I		
20200	Counter II		
20201	Counter II		
20202	Counter II		
20203	Counter II		
20204	Counter II		
20300	Counter III		
20301	Counter III		
20302	Counter III		
20303	Counter III		
20304	Counter III		
20400	Counter IV		
20401	Counter IV		
20402	Counter IV		
20403	Counter IV		
20404	Counter IV		
20500	Counter V		
20501	Counter V		
20502	Counter V		
20503	Counter V		
20504	Counter V		
20600	Counter VI		
20601	Counter VI		
20602	Counter VI		
20603	Counter VI		
20604	Counter VI		
20700	Counter VII		
20701	Counter VII		
20702	Counter VII		
20703	Counter VII		
20704	Counter VII		
20800	Counter VIII		
20801	Counter VIII		
20802	Counter VIII		
20803	Counter VIII		
20804	Counter VIII		
20900	Counter IX		
20901	Counter IX		
20902	Counter IX		
20903	Counter IX		
20904	Counter IX		
21000	Counter X		
21001	Counter X		
21002	Counter X		
21003	Counter X		
21004	Counter X		
21100	Counter XI		
21101	Counter XI		
21102	Counter XI		
21103	Counter XI		
21104	Counter XI		
21200	Counter XII		
21210	Counter XII		
21201	Counter XII		
21202	Counter XII		
21203	Counter XII		
21204	Counter XII		
30100	Divine Wrath I		
30200	Divine Wrath II		
40100	Ground Pounder I		
40200	Ground Pounder II		
40300	Ground Pounder III		
40400	Ground Pounder IV		
40500	Ground Pounder V		
40600	Ground Pounder VI		
40700	Ground Pounder VII		
40800	Ground Pounder VIII		
40900	Ground Pounder IX		
41000	Ground Pounder X		false
41030	Ground Pounder X		true
50100	Bull Rush I		
50200	Bull Rush II		
50300	Bull Rush III		
50400	Bull Rush IV		
50500	Bull Rush V		
50600	Bull Rush VI		
50700	Bull Rush VII		
50800	Bull Rush VIII		
50900	Bull Rush IX		
60100	Haymaker I		
60101	Haymaker I		
60102	Haymaker I		
60130	Haymaker I		
60200	Haymaker II		
60201	Haymaker II		
60202	Haymaker II		
60230	Haymaker II		
60300	Haymaker III		
60301	Haymaker III		
60302	Haymaker III		
60330	Haymaker III		
60400	Haymaker IV		
60401	Haymaker IV		
60402	Haymaker IV		
60430	Haymaker IV		
60500	Haymaker V		
60501	Haymaker V		
60502	Haymaker V		
60530	Haymaker V		
60600	Haymaker VI		
60601	Haymaker VI		
60602	Haymaker VI		
60630	Haymaker VI		
60700	Haymaker VII		
60701	Haymaker VII		
60702	Haymaker VII		
60730	Haymaker VII		
60800	Haymaker VIII		
60801	Haymaker VIII		
60802	Haymaker VIII		
60830	Haymaker VIII		
60900	Haymaker IX		
60901	Haymaker IX		
60902	Haymaker IX		
60930	Haymaker IX		
61000	Haymaker X		
61001	Haymaker X		
61002	Haymaker X		
61030	Haymaker X		
61100	Haymaker XI		false
61101	Haymaker XI		false
61102	Haymaker XI		false
61130	Haymaker XI		true
61131	Haymaker XI		true
61132	Haymaker XI		true
70100	Roundhouse Kick I		
70130	Roundhouse Kick I		
70200	Roundhouse Kick II		
70230	Roundhouse Kick II		
70300	Roundhouse Kick III		
70330	Roundhouse Kick III		
70400	Roundhouse Kick IV		
70430	Roundhouse Kick IV		
70500	Roundhouse Kick V		
70530	Roundhouse Kick V		
70600	Roundhouse Kick VI		
70630	Roundhouse Kick VI		
70700	Roundhouse Kick VII		
70730	Roundhouse Kick VII		
70800	Roundhouse Kick VIII		
70830	Roundhouse Kick VIII		
70900	Roundhouse Kick IX		
70930	Roundhouse Kick IX		
71000	Roundhouse Kick X		
71030	Roundhouse Kick X		
71100	Roundhouse Kick XI		
71130	Roundhouse Kick XI		
71200	Roundhouse Kick XII		
71230	Roundhouse Kick XII		
80100	Piledriver I		
80101	Piledriver I		
80102	Piledriver I		
80130	Piledriver I		
80200	Piledriver II		
80201	Piledriver II		
80202	Piledriver II		
80230	Piledriver II		
80300	Piledriver III		
80301	Piledriver III		
80302	Piledriver III		
80330	Piledriver III		
80400	Piledriver IV		
80401	Piledriver IV		
80402	Piledriver IV		
80430	Piledriver IV		
80500	Piledriver V		
80501	Piledriver V		
80502	Piledriver V		
80530	Piledriver V		
80600	Piledriver VI		
80601	Piledriver VI		
80602	Piledriver VI		
80630	Piledriver VI		
80700	Piledriver VII		
80701	Piledriver VII		
80702	Piledriver VII		
80730	Piledriver VII		
80800	Piledriver VIII		
80801	Piledriver VIII		
80802	Piledriver VIII		
80830	Piledriver VIII		
80900	Piledriver IX		
80901	Piledriver IX		
80902	Piledriver IX		
80930	Piledriver IX		
81000	Piledriver X		
81001	Piledriver X		
