100100	Arc Bomb I		
100200	Arc Bomb II		
100300	Arc Bomb III		
100400	Arc Bomb IV		
100500	Arc Bomb V		
100600	Arc Bomb VI		
100700	Arc Bomb VII		
100800	Arc Bomb VIII		
100900	Arc Bomb IX		
101000	Arc Bomb X		
10100	Blast I		
101100	Arc Bomb XI		
101124	Arc Bomb		
10200	Blast II		
10300	Blast III		
10400	Blast IV		
10500	Blast V		
10600	Blast VI		
10700	Blast VII		
10800	Blast VIII		
10900	Blast IX		
11000	Blast X		
110100	Rocket Jump I		
110131	Super Rocket Jump I		
110200	Rocket Jump II		
110231	Super Rocket Jump II		
110300	Rocket Jump III		
110331	Super Rocket Jump III		
110400	Rocket Jump IV		
110431	Super Rocket Jump IV		
110500	Rocket Jump V		
110531	Super Rocket Jump V		
110600	Rocket Jump VI		
110631	Super Rocket Jump VI		
110700	Rocket Jump VII		
110731	Super Rocket Jump VII		
110800	Rocket Jump VIII		
110831	Super Rocket Jump VIII		
110900	Rocket Jump IX		
110900	Rocket Jump IX		
110901	Rocket Jump IX		
110902	Rocket Jump IX		
110930	Rocket Jump IX		
110931	Rocket Jump IX		
110931	Super Rocket Jump IX		
110932	Rocket Jump IX		
11100	Blast XI		
11200	Blast XII		
11220	Blast XII		
120120	Electric Bomb I		
120220	Electric Bomb II		
120320	Electric Bomb III		
120420	Electric Bomb IV		
120520	Electric Bomb V		
120620	Electric Bomb VI		
120720	HB-7: Arcane Barrage		
130100	Balder's Vengeance I		
130200	Balder's Vengeance II		
130202	Balder's Vengeance II		
130230	Balder's Vengeance II		
150100	Replenishment I		
150200	Replenishment II		
150300	Replenishment III		
150400	Replenishment IV		
150500	Replenishment V		
150600	Replenishment VI		
150700	Replenishment VII		
150800	Replenishment VIII		
150900	Replenishment IX		
150900	Replenishment IX		
150901	Replenishment IX		
150902	Replenishment IX		
150930	Replenishment IX		
150931	Replenishment IX		
150932	Replenishment IX		
180100	HB-1		
180200	HB-2		
180300	HB-3		
180400	HB-4		
180500	HB-5		
180600	HB-6		
180700	HB-7		
180722	HB-7		
190100	ST-1		
190200	ST-2		
190300	ST-3		
190400	ST-4		
200100	Retaliate I		
200200	Retaliate II		
200300	Retaliate III		
200400	Retaliate IV		
200500	Retaliate V		
200600	Retaliate VI		
200700	Retaliate VII		
200800	Retaliate VIII		
200900	Retaliate IX		
201000	Retaliate X		
20100	Bombardment I		
20200	Bombardment II		
20300	Bombardment III		
20400	Bombardment IV		
20500	Bombardment V		
20600	Bombardment VI		
20620	Bombardement		
20700	Bombardment VII		
210100	Command: Recall I		
210200	Command: Recall II		
210300	Command: Recall III		
220100	Command: Self-Destruct		
230100	Command: Stay/Follow		
30100	Scattershot I		
30200	Scattershot II		
30300	Scattershot III		
30400	Scattershot IV		
30500	Scattershot V		
30600	Scattershot VI		
30700	Scattershot VII		
30800	Scattershot VIII		
30900	Scattershot IX		
31000	Scattershot X		
31100	Scattershot XI		
31100	Scattershot XI		
31101	Scattershot XI		
31102	Scattershot XI		
31130	Scattershot XI		
31131	Scattershot XI		
31132	Scattershot XI		
400100	Rolling Reload		
40100	Point Blank I		
40200	Point Blank II		
40300	Point Blank III		
40400	Point Blank IV		
40500	Point Blank V		
40600	Point Blank VI		
40700	Point Blank VII		
40800	Point Blank VIII		
40900	Point Blank IX		
50100	Burst Fire I		
50200	Burst Fire II		
50300	Burst Fire III		
50400	Burst Fire IV		
50500	Burst Fire V		
50600	Burst Fire VI		
50700	Burst Fire VII		
50800	Burst Fire VIII		
50900	Burst Fire IX		
51000	Burst Fire X		
60100	Time Bomb I		
60200	Time Bomb II		
60300	Time Bomb III		
60400	Time Bomb IV		
60500	Time Bomb V		
60600	Time Bomb VI		
60700	Time Bomb VII		
60800	Time Bomb VIII		
60900	Time Bomb IX		
61000	Time Bomb X		
61100	Time Bomb XI		
61120	Time bomb XI		
61122	Time bomb XI		
67044430	ST-4		
67044430	ST-4 Attack		
67044435	Command: Self-Destruct		
70100	Arcane Barrage I		
70200	Arcane Barrage II		
70300	Arcane Barrage III		
70400	Arcane Barrage IV		
70500	Arcane Barrage V		
70600	Arcane Barrage VI		
70700	Arcane Barrage VII		
70800	Arcane Barrage VIII		
70820	Arcane Barrage VIII		
70821	Arcane Barrage VIII		
90100	Mana Missiles I		
90200	Mana Missiles II		
90300	Mana Missiles III		
90400	Mana Missiles IV		
90500	Mana Missiles V		
90600	Mana Missiles VI		
90700	Mana Missiles VII		
90800	Mana Missiles VIII		
90900	Mana Missiles IX		
91000	Mana Missiles X		
91020	Mana Missiles		
