116001	Summon: Black Pearl		
200001	Outlaw Declaration		
200002	Outlaw Declaration		
200003	Murderous Intent		
211141	Summon: Rainbow		
211145	Summon: Death Charger		
211150	Summon: Snowdrift		
4999	Self-Destruct		
60193025	Kick		
60193026	Pig Pheromone		
60193027	Drum Beat		
60950510	Mutate (Balder's Gift)		
60950511	Stun (Balder's Gift)		
60950512	Fear (Balder's Gift)		
60950513	Light (Balder's Gift)		
60950514	Punish (Balder's Gift)		
60950515	Quake (Balder's Gift)		
61000100	Collectivist		
61000200	Adiar's Request		
61000300	Union Mission		
61000400	Derene's Request		
61000500	Hard Core		
61000600	Frateko's Request		
61001300	Summon: Quartermaster Shop		
61001400	Summon: Infiltration Beacon		
61001500	Summon: Guard		
61001510	Summon: Free Traders Guard		
61001520	Summon: Enlightened Union Guard		
61001530	Summon: Iron Order Guard		
61001600	Summon: Barricade		
61001700	Summon: Cannon		
61001800	Tenacious Aura		
61001900	Enduring Aura		
61002000	Wholehearted Aura		
61190100	Arun's Tears		
61901000	Snow Barrage		
61902000	Set Us Up, Da Bomb		
62000100	Battle Standard		
62000110	Battle Standard		
62000120	Battle Standard		
62000200	Fortification		
62000210	Fortification		
62000220	Fortification		
62000300	Mad Dash		
62000310	Mad Dash		
62000320	Mad Dash		
62000400	Battle Prayer		
62000410	Battle Prayer		
62000420	Battle Prayer		
63000100	Exarch's XP Boost		
63000101	Location Scan		
63000102	Meteor		
63000103	Commander's Blessing		
63000104	Commander's Salvation		
63000105	Commander's Blessing		
63000106	Commander's Salvation		
63000107	Meteor		
63000108	Meteor		
63000109	Meteor		
63000110	Meteor		
63000111	Meteor		
63000112	Exarch's XP Boost I		
63000120	Exarch's XP Boost II		
63000130	Exarch's XP Boost III		
63000140	Exarch's XP Boost IV		
63000150	Exarch's XP Boost V		
63000160	Exarch's XP Boost VI		
63000200	Exarch's PvP Bolster		
63000210	Exarch's PvP Bolster I		
63000220	Exarch's PvP Bolster II		
63000230	Exarch's PvP Bolster III		
63000240	Exarch's PvP Bolster IV		
63000250	Exarch's PvP Bolster V		
63000260	Exarch's PvP Bolster VI		
63000300	Exarch's Fortitude		
63000310	Exarch's Fortitude I		
63000320	Exarch's Fortitude II		
63000330	Exarch's Fortitude III		
63000340	Exarch's Fortitude IV		
63000350	Exarch's Fortitude V		
63000360	Exarch's Fortitude VI		
8400010	Activate Noctenium Solution		
