240120	Master's Leash II		
100100	Debilitate I		
100200	Debilitate II		
100300	Debilitate III		
10100	Combo Attack I		
10200	Combo Attack II		
10300	Combo Attack III		
10400	Combo Attack IV		
10500	Combo Attack V		
10600	Combo Attack VI		
10700	Combo Attack VII		
10800	Combo Attack VIII		
10900	Combo Attack IX		
11000	Combo Attack X		
110100	Retaliate I		
110200	Retaliate II		
110300	Retaliate III		
110400	Retaliate IV		
110500	Retaliate V		
110600	Retaliate VI		
110700	Retaliate VII		
110800	Retaliate VIII		
110900	Retaliate IX		
111000	Retaliate X		
11100	Combo Attack XI		
11200	Combo Attack XII		
120100	Infuriate		
130100	Spring Attack I		
130130	Spring Attack I		
130200	Spring Attack II		
130230	Spring Attack II		
130300	Spring Attack III		
130330	Spring Attack III		
130400	Spring Attack IV		
130430	Spring Attack IV		
130500	Spring Attack V		
130530	Spring Attack V		
130600	Spring Attack VI		
130630	Spring Attack VI		
130700	Spring Attack VII		
130730	Spring Attack VII		
130800	Spring Attack VIII		
130830	Spring Attack VIII		
130900	Spring Attack IX		
130930	Spring Attack IX		
131000	Spring Attack X		
131030	Spring Attack X		
131100	Spring Attack XI		
131100	Spring Attack XI		
131130	Spring Attack XI		
150100	Charging Lunge I		
150200	Charging Lunge II		
150300	Charging Lunge III		
150400	Charging Lunge IV		
150500	Charging Lunge V		
150600	Charging Lunge VI		
150700	Charging Lunge VII		
150800	Charging Lunge VIII		
150900	Charging Lunge IX		
151000	Charging Lunge X		
160100	Second Wind I		
160200	Second Wind II		
160300	Second Wind III		
160400	Second Wind IV		
160500	Second Wind V		
160600	Second Wind VI		
160700	Second Wind VII		
160800	Second Wind VIII		
160900	Second Wind IX		
170100	Adrenaline Rush I		
170200	Adrenaline Rush II		
180100	Shield Barrage I		
180200	Shield Barrage II		
180300	Shield Barrage III		
180400	Shield Barrage IV		
180500	Shield Barrage V		
180600	Shield Barrage VI		
180700	Shield Barrage VII		
180800	Shield Barrage VIII		
180900	Shield Barrage IX		
181000	Shield Barrage X		
181100	Shield Barrage XI		
190100	Pledge of Protection		
200100	Menacing Wave		
20100	Stand Fast I		
20200	Stand Fast II		
210100	Lockdown Blow I		
210200	Lockdown Blow II		
210300	Lockdown Blow III		
210400	Lockdown Blow IV		
220100	Iron Will I		
220200	Iron Will II		
220300	Iron Will III		
220400	Iron Will IV		
220500	Iron Will V		
220600	Iron Will VI		
230100	Master's Leash I		
230200	Master's Leash II		
240100	Chained Leash		
250100	Wallop I		
250130	Wallop I		
250200	Wallop II		
250230	Wallop II		
250300	Wallop III		
250330	Wallop III		
250400	Wallop IV		
250430	Wallop IV		
250500	Wallop V		
250530	Wallop V		
250600	Wallop VI		
250630	Wallop VI		
250700	Wallop VII		
250730	Wallop VII		
260100	Backstep		
270100	Rallying Cry		
30100	Onslaught I		
30200	Onslaught II		
30300	Onslaught III		
30400	Onslaught IV		
30500	Onslaught V		
30600	Onslaught VI		
30700	Onslaught VII		
30800	Onslaught VIII		
30800	Onslaught VIII		
30830	Onslaught VIII		
40100	Challenging Shout I		
40200	Challenging Shout II		
40300	Challenging Shout III		
40400	Challenging Shout IV		
40500	Challenging Shout V		
40600	Challenging Shout VI		
40700	Challenging Shout VII		
40800	Challenging Shout VIII		
40900	Challenging Shout IX		
50100	Shield Bash		
70100	Guardian Shout I		
70200	Guardian Shout II		
70300	Guardian Shout III		
80100	Shield Counter I		
80200	Shield Counter II		
80300	Shield Counter III		
80400	Shield Counter IV		
80500	Shield Counter V		
80600	Shield Counter VI		
80700	Shield Counter VII		
90100	Leash I		
90200	Leash II		
90300	Leash III		
