60200	Backstab II		
11200	Combo Attack XII	1st hit	
11201	Combo Attack XII	2nd hit	
11202	Combo Attack XII	3rd hit	
11203	Combo Attack XII	4th hit	
50300	Dash III		
140800	Distant Blade VIII	1st hit	
140801	Distant Blade VIII	2nd hit	
140802	Distant Blade VIII	3rd hit	
40230	Evasive Roll II		
240100	Eviscerate		false
240130	Eviscerate		true
210100	Exhausting Blow		
160400	Fury Strike IV		
170400	Headlong Rush IV		
120500	Heart Thrust V		
200200	In Cold Blood II		
21100	Knockdown Strike XI		
90800	Leaping Strike VIII		
230200	Measured Slice II		false
230230	Measured Slice II		true
80900	Overhand Strike IX		false
80930	Overhand Strike IX		true
180200	Overpower II		
101000	Retaliate X		
150900	Startling Kick IX		
130700	Stunning Backhand VII		
190300	Tenacity III		
70200	Triumphant Shout II		
250100	Ultimate Overhand Strike I		false
250130	Ultimate Overhand Strike I		true
31100	Whirlwind XI		false
31130	Whirlwind XI		true
