6221107	Veil of shadows		
100100	Pendulum Strike I		
100130	Pendulum Strike I		
100200	Pendulum Strike II		
100230	Pendulum Strike II		
10100	Spiral Barrage I		
10101	Spiral Barrage I		
10102	Spiral Barrage I		
10103	Spiral Barrage I		
10104	Spiral Barrage I		
10105	Spiral Barrage I		
10200	Spiral Barrage II		
10201	Spiral Barrage II		
10202	Spiral Barrage II		
10203	Spiral Barrage II		
10204	Spiral Barrage II		
10205	Spiral Barrage II		
10300	Spiral Barrage III		
10301	Spiral Barrage III		
10302	Spiral Barrage III		
10303	Spiral Barrage III		
10304	Spiral Barrage III		
10305	Spiral Barrage III		
110100	Shadow Lash I		
110101	Shadow Lash I		
110102	Shadow Lash I		
110103	Shadow Lash I		
110190	Shadow Lash I		
110200	Shadow Lash II		
110201	Shadow Lash II		
110202	Shadow Lash II		
110203	Shadow Lash II		
110290	Shadow Lash II		
120100	Shadow Burst I		
120101	Shadow Burst I		
120130	Shadow Burst I		
120200	Shadow Burst II		
120200	Shadow Burst II		
120201	Shadow Burst II		
120201	Shadow Burst II		
120230	Shadow Burst II		
130100	Soul Reversal		
130120	Soul Reversal		
130130	Soul Reversal		
140100	Retaliate I		
140200	Retaliate II		
140300	Retaliate III		
150100	Retribution I		
150180	Retribution I		
150200	Retribution II		
150280	Retribution II		
150300	Retribution III		
150380	Retribution III		
160100	Shadow Reaping		
170100	Spirit Gallows		
170110	Spirit Gallows		
180100	Shrouded Escape		
200100	Cable Step		
200130	Cable Step		
30100	Double Shear I		
30200	Double Shear II		
30300	Double Shear III		
30300	Double Shear III		
30330	Double Shear III		
400100	Shadow Step		
400130	Shadow Step		
40100	Sundering Strike I		
40120	Sunder strike III		
40130	Sundering Strike I		
40200	Sundering Strike II		
40220	Sundering Strike III		
40230	Sundering Strike II		
40300	Sundering Strike III		
40300	Sundering Strike III		
40330	Sundering Strike III		
50100	Grim Strike I		
50130	Grim Strike I		
50200	Grim Strike II		
50230	Grim Strike II		
50300	Grim Strike III		
50300	Grim Strike III		
50330	Grim Strike III		
50330	Grim Strike III		
60100	Death Spiral I		
60130	Death Spiral I		
60131	Death Spiral I		
60200	Death Spiral II		
60230	Death Spiral II		
60231	Death Spiral II		
70100	Final Judgment I		
70130	Final Judgment I		
70131	Final Judgment I		
70200	Final Judgment II		
70230	Final Judgment II		
70231	Final Judgment II		
80100	Whipsaw I		
80130	Whipsaw I		
80200	Whipsaw II		
80200	Whipsaw II		
80230	Whipsaw II		
80230	Whipsaw II		
90100	Smite		
