10100	Common	Common	Archer	アロー I	False		Icon_Skills.arrowshot_Tex
10200	Common	Common	Archer	アロー II	False		Icon_Skills.arrowshot_Tex
10300	Common	Common	Archer	アロー III	False		Icon_Skills.arrowshot_Tex
10400	Common	Common	Archer	アロー IV	False		Icon_Skills.arrowshot_Tex
10500	Common	Common	Archer	アロー V	False		Icon_Skills.arrowshot_Tex
10600	Common	Common	Archer	アロー VI	False		Icon_Skills.arrowshot_Tex
10700	Common	Common	Archer	アロー VII	False		Icon_Skills.arrowshot_Tex
10800	Common	Common	Archer	アロー VIII	False		Icon_Skills.arrowshot_Tex
10900	Common	Common	Archer	アロー IX	False		Icon_Skills.arrowshot_Tex
11000	Common	Common	Archer	アロー X	False		Icon_Skills.arrowshot_Tex
11100	Common	Common	Archer	アロー XI	False		Icon_Skills.arrowshot_Tex
11200	Common	Common	Archer	アロー XII	False		Icon_Skills.arrowshot_Tex
11300	Common	Common	Archer	アロー XIII	False		Icon_Skills.arrowshot_Tex
11400	Common	Common	Archer	アロー XIV	False		Icon_Skills.arrowshot_Tex
11500	Common	Common	Archer	アロー XV	False		Icon_Skills.arrowshot_Tex
20100	Common	Common	Archer	コンボアロー I	False		Icon_Skills.arrowshower_Tex
20110	Common	Common	Archer	コンボアロー I	False		Icon_Skills.arrowshower_Tex
20200	Common	Common	Archer	コンボアロー II	False		Icon_Skills.arrowshower_Tex
20210	Common	Common	Archer	コンボアロー II	False		Icon_Skills.arrowshower_Tex
20300	Common	Common	Archer	コンボアロー III	False		Icon_Skills.arrowshower_Tex
20310	Common	Common	Archer	コンボアロー III	False		Icon_Skills.arrowshower_Tex
20400	Common	Common	Archer	コンボアロー IV	False		Icon_Skills.arrowshower_Tex
20410	Common	Common	Archer	コンボアロー IV	False		Icon_Skills.arrowshower_Tex
20500	Common	Common	Archer	コンボアロー V	False		Icon_Skills.arrowshower_Tex
20510	Common	Common	Archer	コンボアロー V	False		Icon_Skills.arrowshower_Tex
20600	Common	Common	Archer	コンボアロー VI	False		Icon_Skills.arrowshower_Tex
20610	Common	Common	Archer	コンボアロー VI	False		Icon_Skills.arrowshower_Tex
20700	Common	Common	Archer	コンボアロー VII	False		Icon_Skills.arrowshower_Tex
20710	Common	Common	Archer	コンボアロー VII	False		Icon_Skills.arrowshower_Tex
20800	Common	Common	Archer	コンボアロー VIII	False		Icon_Skills.arrowshower_Tex
20810	Common	Common	Archer	コンボアロー VIII	False		Icon_Skills.arrowshower_Tex
20900	Common	Common	Archer	コンボアロー IX	False		Icon_Skills.arrowshower_Tex
20910	Common	Common	Archer	コンボアロー IX	False		Icon_Skills.arrowshower_Tex
21000	Common	Common	Archer	コンボアロー X	False		Icon_Skills.arrowshower_Tex
21010	Common	Common	Archer	コンボアロー X	False		Icon_Skills.arrowshower_Tex
21100	Common	Common	Archer	コンボアロー XI	False		Icon_Skills.arrowshower_Tex
21110	Common	Common	Archer	コンボアロー XI	False		Icon_Skills.arrowshower_Tex
21200	Common	Common	Archer	コンボアロー XII	False		Icon_Skills.arrowshower_Tex
21210	Common	Common	Archer	コンボアロー XII	False		Icon_Skills.arrowshower_Tex
21300	Common	Common	Archer	コンボアロー XIII	False		Icon_Skills.arrowshower_Tex
21310	Common	Common	Archer	コンボアロー XIII	False		Icon_Skills.arrowshower_Tex
21400	Common	Common	Archer	コンボアロー XIV	False		Icon_Skills.arrowshower_Tex
21410	Common	Common	Archer	コンボアロー XIV	False		Icon_Skills.arrowshower_Tex
21500	Common	Common	Archer	コンボアロー XV	False		Icon_Skills.arrowshower_Tex
21510	Common	Common	Archer	コンボアロー XV	False		Icon_Skills.arrowshower_Tex
30100	Common	Common	Archer	ラバントアロー I	False		Icon_Skills.chargearrow_Tex
30110	Common	Common	Archer	ラバントアロー I	False	hit 1	Icon_Skills.chargearrow_Tex
30111	Common	Common	Archer	ラバントアロー I	False	hit 2	Icon_Skills.chargearrow_Tex
30112	Common	Common	Archer	ラバントアロー I	False	hit 3	Icon_Skills.chargearrow_Tex
30113	Common	Common	Archer	ラバントアロー I	False	hit 4	Icon_Skills.chargearrow_Tex
30200	Common	Common	Archer	ラバントアロー II	False		Icon_Skills.chargearrow_Tex
30210	Common	Common	Archer	ラバントアロー II	False	hit 1	Icon_Skills.chargearrow_Tex
30211	Common	Common	Archer	ラバントアロー II	False	hit 2	Icon_Skills.chargearrow_Tex
30212	Common	Common	Archer	ラバントアロー II	False	hit 3	Icon_Skills.chargearrow_Tex
30213	Common	Common	Archer	ラバントアロー II	False	hit 4	Icon_Skills.chargearrow_Tex
30300	Common	Common	Archer	ラバントアロー III	False		Icon_Skills.chargearrow_Tex
30310	Common	Common	Archer	ラバントアロー III	False	hit 1	Icon_Skills.chargearrow_Tex
30311	Common	Common	Archer	ラバントアロー III	False	hit 2	Icon_Skills.chargearrow_Tex
30312	Common	Common	Archer	ラバントアロー III	False	hit 3	Icon_Skills.chargearrow_Tex
30313	Common	Common	Archer	ラバントアロー III	False	hit 4	Icon_Skills.chargearrow_Tex
30400	Common	Common	Archer	ラバントアロー IV	False		Icon_Skills.chargearrow_Tex
30410	Common	Common	Archer	ラバントアロー IV	False	hit 1	Icon_Skills.chargearrow_Tex
30411	Common	Common	Archer	ラバントアロー IV	False	hit 2	Icon_Skills.chargearrow_Tex
30412	Common	Common	Archer	ラバントアロー IV	False	hit 3	Icon_Skills.chargearrow_Tex
30413	Common	Common	Archer	ラバントアロー IV	False	hit 4	Icon_Skills.chargearrow_Tex
30500	Common	Common	Archer	ラバントアロー V	False		Icon_Skills.chargearrow_Tex
30510	Common	Common	Archer	ラバントアロー V	False	hit 1	Icon_Skills.chargearrow_Tex
30511	Common	Common	Archer	ラバントアロー V	False	hit 2	Icon_Skills.chargearrow_Tex
30512	Common	Common	Archer	ラバントアロー V	False	hit 3	Icon_Skills.chargearrow_Tex
30513	Common	Common	Archer	ラバントアロー V	False	hit 4	Icon_Skills.chargearrow_Tex
30600	Common	Common	Archer	ラバントアロー VI	False		Icon_Skills.chargearrow_Tex
30610	Common	Common	Archer	ラバントアロー VI	False	hit 1	Icon_Skills.chargearrow_Tex
30611	Common	Common	Archer	ラバントアロー VI	False	hit 2	Icon_Skills.chargearrow_Tex
30612	Common	Common	Archer	ラバントアロー VI	False	hit 3	Icon_Skills.chargearrow_Tex
30613	Common	Common	Archer	ラバントアロー VI	False	hit 4	Icon_Skills.chargearrow_Tex
30700	Common	Common	Archer	ラバントアロー VII	False		Icon_Skills.chargearrow_Tex
30710	Common	Common	Archer	ラバントアロー VII	False	hit 1	Icon_Skills.chargearrow_Tex
30711	Common	Common	Archer	ラバントアロー VII	False	hit 2	Icon_Skills.chargearrow_Tex
30712	Common	Common	Archer	ラバントアロー VII	False	hit 3	Icon_Skills.chargearrow_Tex
30713	Common	Common	Archer	ラバントアロー VII	False	hit 4	Icon_Skills.chargearrow_Tex
30800	Common	Common	Archer	ラバントアロー VIII	False		Icon_Skills.chargearrow_Tex
30810	Common	Common	Archer	ラバントアロー VIII	False	hit 1	Icon_Skills.chargearrow_Tex
30811	Common	Common	Archer	ラバントアロー VIII	False	hit 2	Icon_Skills.chargearrow_Tex
30812	Common	Common	Archer	ラバントアロー VIII	False	hit 3	Icon_Skills.chargearrow_Tex
30813	Common	Common	Archer	ラバントアロー VIII	False	hit 4	Icon_Skills.chargearrow_Tex
30900	Common	Common	Archer	ラバントアロー IX	False		Icon_Skills.chargearrow_Tex
30910	Common	Common	Archer	ラバントアロー IX	False	hit 1	Icon_Skills.chargearrow_Tex
30911	Common	Common	Archer	ラバントアロー IX	False	hit 2	Icon_Skills.chargearrow_Tex
