100100	Death From Above I		
100200	Death From Above II		
100300	Death From Above III		
100400	Death From Above IV		
100500	Death From Above V		
100600	Death From Above VI		
100700	Death From Above VII		
10100	Combo Attack I		
10200	Combo Attack II		
10300	Combo Attack III		
10400	Combo Attack IV		
10500	Combo Attack V		
10600	Combo Attack VI		
10700	Combo Attack VII		
10800	Combo Attack VIII		
10900	Combo Attack IX		
11000	Combo Attack X		
110100	Poison Blade I		
110200	Poison Blade II		
110300	Poison Blade III		
110400	Poison Blade IV		
110500	Poison Blade V		
110600	Poison Blade VI		
110700	Poison Blade VII		
110800	Poison Blade VIII		
11100	Combo Attack XI		
11200	Combo Attack XII		
120100	Leaping Strike I		
120200	Leaping Strike II		
120300	Leaping Strike III		
120400	Leaping Strike IV		
120500	Leaping Strike V		
120600	Leaping Strike VI		
120700	Leaping Strike VII		
120800	Leaping Strike VIII		
130100	Retaliate I		
130200	Retaliate II		
130300	Retaliate III		
130400	Retaliate IV		
130500	Retaliate V		
130600	Retaliate VI		
130700	Retaliate VII		
130800	Retaliate VIII		
130900	Retaliate IX		
131000	Retaliate X		
140100	Mangle		
160100	Charging Slash I		
160200	Charging Slash II		
160300	Charging Slash III		
160400	Charging Slash IV		
160500	Charging Slash V		
160600	Charging Slash VI		
160700	Charging Slash VII		
170100	Vortex Slash I		
170200	Vortex Slash II		
170300	Vortex Slash III		
170400	Vortex Slash IV		
170500	Vortex Slash V		
170600	Vortex Slash VI		
170700	Vortex Slash VII		
170800	Vortex Slash VIII		
170900	Vortex Slash IX		
171000	Vortex Slash X		
171100	Vortex Slash XI		
180100	Combative Strike I		
180200	Combative Strike II		
180300	Combative Strike III		
180400	Combative Strike IV		
180500	Combative Strike V		
180600	Combative Strike VI		
180700	Combative Strike VII		
180800	Combative Strike VIII		
180900	Combative Strike IX		
181000	Combative Strike X		
181100	Combative Strike XI		
190100	Rising Fury I		
190200	Rising Fury II		
190300	Rising Fury III		
190400	Rising Fury IV		
190500	Rising Fury V		
190600	Rising Fury VI		
190700	Rising Fury VII		
190800	Rising Fury VIII		
190900	Rising Fury IX		
191000	Rising Fury X		
200100	Deadly Gamble I		
200200	Deadly Gamble II		
20100	Evasive Roll		
210100	Cascade of Stuns I		
210200	Cascade of Stuns II		
220100	Backstab I		
220200	Backstab II		
230100	Staggering Counter I		
230200	Staggering Counter II		
240100	Smoke Aggressor I		
240200	Smoke Aggressor II		
240300	Smoke Aggressor III		
240400	Smoke Aggressor IV		
240500	Smoke Aggressor V		
240600	Smoke Aggressor VI		
240700	Smoke Aggressor VII		
240800	Smoke Aggressor VIII		
240900	Smoke Aggressor IX		
250100	Command: Attack		
260100	Command: Follow		
270100	Pounce I		
270200	Pounce II		
270300	Pounce III		
270400	Pounce IV		
270500	Pounce V		
270600	Pounce VI		
270700	Pounce VII		
270800	Pounce VIII		
280100	Traverse Cut I		
280130	Traverse Cut I		
280200	Traverse Cut II		
280230	Traverse Cut II		
280300	Traverse Cut III		
280330	Traverse Cut III		
280400	Traverse Cut IV		
280430	Traverse Cut IV		
280500	Traverse Cut V		
280530	Traverse Cut V		
280600	Traverse Cut VI		
280630	Traverse Cut VI		
280700	Traverse Cut VII		
280700	Traverse Cut VII		
280730	Traverse Cut VII		
280730	Traverse Cut VII		
290100	Blade Draw I		
290130	Blade Draw I		
290200	Blade Draw II		
290230	Blade Draw II		
290300	Blade Draw III		
290330	Blade Draw III		
290400	Blade Draw IV		
290430	Blade Draw IV		
290500	Blade Draw V		
290530	Blade Draw V		
290600	Blade Draw VI		
290630	Blade Draw VI		
290700	Blade Draw VII		
290700	Blade Draw VII		
290730	Blade Draw VII		
290730	Blade Draw VII		
300100	Scythe I		
300200	Scythe II		
300200	Scythe II		
300230	Scythe II		
30100	Torrent of Blows I		
30200	Torrent of Blows II		
30300	Torrent of Blows III		
30400	Torrent of Blows IV		
30500	Torrent of Blows V		
30600	Torrent of Blows VI		
30700	Torrent of Blows VII		
30800	Torrent of Blows VIII		
30900	Torrent of Blows IX		
310100	Reaping Slash I		
310200	Reaping Slash II		
310300	Reaping Slash III		
310400	Reaping Slash IV		
310500	Reaping Slash V		
310600	Reaping Slash VI		
310700	Reaping Slash VII		
310800	Reaping Slash VIII		
310900	Reaping Slash IX		
310900	Reaping Slash IX		
310930	Reaping Slash IX		
320100	Cross Parry		
330100	Smoke Flanker I		
330200	Smoke Flanker II		
330300	Smoke Flanker III		
330400	Smoke Flanker IV		
330500	Smoke Flanker V		
330600	Smoke Flanker VI		
330700	Smoke Flanker VII		
330800	Smoke Flanker VIII		
330900	Smoke Flanker IX		
340100	Binding Sword		
40100	Rain of Blows I		
40200	Rain of Blows II		
40300	Rain of Blows III		
40400	Rain of Blows IV		
40500	Rain of Blows V		
40600	Rain of Blows VI		
40700	Rain of Blows VII		
40800	Rain of Blows VIII		
40900	Rain of Blows IX		
41000	Rain of Blows X		
41100	Rain of Blows XI		
41100	Rain of Blows XI		
41130	Rain of Blows XI		
50100	Battle Cry I		
50200	Battle Cry II		
50300	Battle Cry III		
50400	Battle Cry IV		
50500	Battle Cry V		
50600	Battle Cry VI		
50700	Battle Cry VII		
50800	Battle Cry VIII		
50900	Battle Cry IX		
67044431	Smoke Aggressor		
80100	Assault Stance I		
80200	Assault Stance II		
80300	Assault Stance III		
80400	Assault Stance IV		
90100	Defensive Stance I		
90200	Defensive Stance II		
90300	Defensive Stance III		
90400	Defensive Stance IV		
